,tryghost/ghost,WordPress/WordPress,getgrav/grav
2018-10-02,12,6,7
2018-10-03,6,3,5
2018-10-04,17,1,3
2018-10-05,16,2,1
2018-10-06,9,0,5
2018-10-07,2,0,2
2018-10-08,3,0,6
2018-10-09,8,0,1
2018-10-10,5,0,0
2018-10-11,5,0,0
2018-10-12,29,0,4
2018-10-13,0,0,0
2018-10-14,1,0,0
2018-10-15,5,0,2
2018-10-16,14,0,4
2018-10-17,10,0,6
2018-10-18,25,0,0
2018-10-19,6,0,1
2018-10-20,0,0,0
2018-10-21,0,0,0
2018-10-22,4,0,5
2018-10-23,4,0,7
2018-10-24,3,0,4
2018-10-25,1,0,1
2018-10-26,1,0,7
2018-10-27,2,0,1
2018-10-28,1,0,0
2018-10-29,2,0,7
2018-10-30,8,0,5
2018-10-31,0,0,0
2018-11-01,0,0,1
2018-11-02,1,0,2
2018-11-03,0,0,6
2018-11-04,0,0,3
2018-11-05,3,0,6
2018-11-06,8,0,4
2018-11-07,8,0,0
2018-11-08,10,0,2
2018-11-09,2,0,0
2018-11-10,0,0,4
2018-11-11,0,0,2
2018-11-12,6,0,16
2018-11-13,13,0,8
2018-11-14,8,0,7
2018-11-15,4,1,11
2018-11-16,0,0,5
2018-11-17,0,0,0
2018-11-18,0,0,0
2018-11-19,1,0,7
2018-11-20,6,0,3
2018-11-21,0,0,1
2018-11-22,1,0,0
2018-11-23,1,0,0
2018-11-24,0,0,1
2018-11-25,0,0,0
2018-11-26,8,0,3
2018-11-27,3,0,5
2018-11-28,0,0,3
2018-11-29,2,0,9
2018-11-30,0,0,9
2018-12-01,0,0,2
2018-12-02,0,0,0
2018-12-03,8,0,13
2018-12-04,13,0,2
2018-12-05,5,0,3
2018-12-06,2,0,0
2018-12-07,3,0,3
2018-12-08,0,0,0
2018-12-09,1,0,0
2018-12-10,9,0,2
2018-12-11,18,7,4
2018-12-12,1,8,9
2018-12-13,7,22,9
2018-12-14,7,56,6
2018-12-15,0,3,0
2018-12-16,0,5,0
2018-12-17,12,57,0
2018-12-18,0,9,0
2018-12-19,0,41,5
2018-12-20,4,14,2
2018-12-21,0,1,1
2018-12-22,0,0,0
2018-12-23,0,0,0
2018-12-24,0,3,0
2018-12-25,0,1,0
2018-12-26,0,0,0
2018-12-27,0,0,0
2018-12-28,0,10,0
2018-12-29,0,1,0
2018-12-30,0,2,0
2018-12-31,0,2,0
2019-01-01,5,2,0
2019-01-02,4,3,0
2019-01-03,5,4,0
2019-01-04,15,6,0
2019-01-05,2,3,0
2019-01-06,0,3,0
2019-01-07,6,19,0
2019-01-08,11,39,6
2019-01-09,4,39,3
2019-01-10,2,29,2
2019-01-11,2,12,2
2019-01-12,0,7,0
2019-01-13,0,0,1
2019-01-14,10,12,4
2019-01-15,18,20,10
2019-01-16,4,22,8
2019-01-17,4,13,4
2019-01-18,15,10,4
2019-01-19,0,3,0
2019-01-20,0,2,0
2019-01-21,27,29,1
2019-01-22,26,5,2
2019-01-23,5,3,9
2019-01-24,7,3,2
2019-01-25,2,0,11
2019-01-26,0,2,0
2019-01-27,1,1,0
2019-01-28,18,9,1
2019-01-29,19,5,5
2019-01-30,8,5,8
2019-01-31,19,2,14
2019-02-01,2,1,7
2019-02-02,0,0,1
2019-02-03,2,1,0
2019-02-04,4,0,4
2019-02-05,7,1,6
2019-02-06,14,1,0
2019-02-07,23,6,10
2019-02-08,4,7,8
2019-02-09,0,0,0
2019-02-10,0,0,0
2019-02-11,21,0,3
2019-02-12,8,1,4
2019-02-13,12,1,4
2019-02-14,8,4,9
2019-02-15,12,0,6
2019-02-16,0,0,0
2019-02-17,0,1,1
2019-02-18,4,1,7
2019-02-19,0,2,4
2019-02-20,0,4,0
2019-02-21,9,2,0
2019-02-22,20,0,0
2019-02-23,21,1,0
2019-02-24,8,0,0
2019-02-25,29,1,6
2019-02-26,34,1,8
2019-02-27,7,0,3
2019-02-28,0,13,7
2019-03-01,0,1,8
2019-03-02,0,0,0
2019-03-03,0,0,0
2019-03-04,13,7,4
2019-03-05,16,5,6
2019-03-06,15,1,3
2019-03-07,16,12,2
2019-03-08,1,4,2
2019-03-09,1,1,0
2019-03-10,2,0,0
2019-03-11,40,5,5
2019-03-12,25,4,7
2019-03-13,23,2,19
2019-03-14,10,4,12
2019-03-15,7,17,1
2019-03-16,0,2,2
2019-03-17,6,5,0
2019-03-18,8,4,2
2019-03-19,9,7,6
2019-03-20,0,15,21
2019-03-21,9,26,5
2019-03-22,7,6,2
2019-03-23,0,3,0
2019-03-24,0,0,0
2019-03-25,19,2,3
2019-03-26,6,7,6
2019-03-27,5,28,1
2019-03-28,0,17,1
2019-03-29,0,7,5
2019-03-30,0,5,0
2019-03-31,0,0,0
2019-04-01,4,17,3
2019-04-02,12,10,3
2019-04-03,4,4,1
2019-04-04,12,3,2
2019-04-05,4,6,4
2019-04-06,1,8,0
2019-04-07,0,7,0
2019-04-08,9,15,2
2019-04-09,8,8,3
2019-04-10,0,3,7
2019-04-11,2,5,29
2019-04-12,0,22,8
2019-04-13,2,11,8
2019-04-14,0,2,1
2019-04-15,10,9,6
2019-04-16,78,13,7
2019-04-17,28,18,11
2019-04-18,16,10,3
2019-04-19,1,6,2
2019-04-20,1,0,5
2019-04-21,1,0,0
2019-04-22,16,1,5
2019-04-23,13,5,9
2019-04-24,10,6,3
2019-04-25,4,3,4
2019-04-26,0,4,3
2019-04-27,0,0,0
2019-04-28,0,0,0
2019-04-29,10,0,1
2019-04-30,11,1,3
2019-05-01,13,1,0
2019-05-02,6,6,7
2019-05-03,2,2,4
2019-05-04,3,1,0
2019-05-05,0,0,0
2019-05-06,16,0,1
2019-05-07,106,3,5
2019-05-08,5,0,2
2019-05-09,0,6,6
2019-05-10,0,1,2
2019-05-11,0,0,0
2019-05-12,0,0,1
2019-05-13,14,0,0
2019-05-14,4,4,3
2019-05-15,1,6,2
2019-05-16,0,7,1
2019-05-17,0,14,4
2019-05-18,0,1,2
2019-05-19,0,0,0
2019-05-20,8,2,1
2019-05-21,3,1,0
2019-05-22,2,4,1
2019-05-23,5,13,5
2019-05-24,1,15,1
2019-05-25,0,17,0
2019-05-26,0,29,13
2019-05-27,12,2,10
2019-05-28,5,4,1
2019-05-29,0,5,10
2019-05-30,0,20,3
2019-05-31,0,3,4
2019-06-01,0,1,0
2019-06-02,0,0,3
2019-06-03,9,0,12
2019-06-04,5,2,6
2019-06-05,2,4,2
2019-06-06,4,2,1
2019-06-07,1,3,0
2019-06-08,0,6,0
2019-06-09,1,1,0
2019-06-10,8,3,0
2019-06-11,6,0,1
2019-06-12,0,4,0
2019-06-13,1,6,1
2019-06-14,0,2,14
2019-06-15,0,5,0
2019-06-16,0,1,0
2019-06-17,9,2,0
2019-06-18,12,1,0
2019-06-19,7,0,6
2019-06-20,6,7,9
2019-06-21,9,0,12
2019-06-22,0,4,0
2019-06-23,0,0,0
2019-06-24,15,0,8
2019-06-25,14,3,2
2019-06-26,6,2,8
2019-06-27,1,5,12
2019-06-28,0,3,10
2019-06-29,0,1,2
2019-06-30,0,0,0
2019-07-01,16,8,6
2019-07-02,37,6,9
2019-07-03,1,1,0
2019-07-04,6,7,2
2019-07-05,5,6,0
2019-07-06,0,0,0
2019-07-07,0,2,0
2019-07-08,7,2,1
2019-07-09,13,9,3
2019-07-10,0,0,3
2019-07-11,5,7,5
2019-07-12,3,7,5
2019-07-13,0,0,0
2019-07-14,0,3,0
2019-07-15,27,7,0
2019-07-16,5,8,6
2019-07-17,14,7,0
2019-07-18,4,3,3
2019-07-19,1,6,2
2019-07-20,0,0,0
2019-07-21,0,0,0
2019-07-22,26,0,0
2019-07-23,6,0,0
2019-07-24,4,0,0
2019-07-25,18,12,2
2019-07-26,0,6,2
2019-07-27,0,6,0
2019-07-28,0,9,0
2019-07-29,14,0,0
2019-07-30,15,2,4
2019-07-31,2,5,0
2019-08-01,9,11,0
2019-08-02,1,5,0
2019-08-03,0,9,0
2019-08-04,0,13,0
2019-08-05,10,12,0
2019-08-06,8,0,0
2019-08-07,5,10,0
2019-08-08,3,5,0
2019-08-09,35,6,6
2019-08-10,0,1,2
2019-08-11,0,3,0
2019-08-12,19,4,9
2019-08-13,9,6,2
2019-08-14,7,8,16
2019-08-15,2,16,4
2019-08-16,5,6,8
2019-08-17,0,3,0
2019-08-18,0,2,8
2019-08-19,13,8,7
2019-08-20,5,8,6
2019-08-21,2,3,9
2019-08-22,4,6,5
2019-08-23,1,7,2
2019-08-24,0,1,3
2019-08-25,0,3,0
2019-08-26,11,5,5
2019-08-27,17,3,2
2019-08-28,9,5,3
2019-08-29,2,9,4
2019-08-30,0,6,3
2019-08-31,0,3,0
2019-09-01,0,3,1
2019-09-02,14,5,0
2019-09-03,9,2,8
2019-09-04,1,12,0
2019-09-05,10,5,3
2019-09-06,14,4,4
2019-09-07,0,5,0
2019-09-08,0,4,0
