,saltstack/salt,cfengine/core,ansible/ansible
2012-03-05,17.0,2.0,17
2012-03-06,39.6,7.8,17
2012-03-07,6.040000000000001,13.11,11
2012-03-08,11.543999999999997,7.183,7
2012-03-09,14.284799999999997,-0.7993250000000014,22
2012-03-10,2.433087999999998,2.8984665,21
2012-03-11,4.145062399999998,-1.146033024999999,12
2012-03-12,3.650831359999998,8.252419507500003,14
2012-03-13,11.068315135999999,5.528132378968751,14
2012-03-14,16.850982707200004,2.4291191808031254,20
2012-03-15,12.172077260800002,3.64988051874375,8
2012-03-16,41.3771232256,7.667097001106251,14
2012-03-17,46.3770819584,-1.6582210208390622,2
2012-03-18,21.7284155392,5.091902532901563,20
2012-03-19,54.3895515136,14.75014773610625,3
2012-03-20,26.1166585856,-0.35296499089062516,8
2012-03-21,2.7410693119999934,14.511196538567187,8
2012-03-22,-6.325481164800006,-1.5409668135640633,18
2012-03-23,-1.7600751616000032,1.5144192585281264,5
2012-03-24,-6.649944678400001,-0.3072741548203115,14
2012-03-25,1.0092129280000028,1.0209224496765645,2
2012-03-26,-5.246690406399997,3.1297364569062514,9
2012-03-27,9.133289369600003,-0.03286996596562397,30
2012-03-28,20.927640371200006,11.24980783089375,15
2012-03-29,14.585384960000003,1.3630878029281246,9
2012-03-30,-4.466931712000001,1.8262234451593753,6
2012-03-31,7.995534233599998,-0.9366510128328126,41
2012-04-01,4.323384217599999,-0.5941670631234364,6
2012-04-02,2.8065045503999997,7.574039223932814,16
2012-04-03,41.3247207424,4.865553446615626,14
2012-04-04,16.9878054912,4.7758756343406255,20
2012-04-05,8.433963110399999,3.706014265026562,10
2012-04-06,4.9469688832,4.730927741771875,6
2012-04-07,3.489430732799999,0.6971895033453128,2
2012-04-08,-0.2786712576000019,-0.9636681576078119,0
2012-04-09,7.126338764799999,2.371265355000001,1
2012-04-10,10.638420479999999,15.216360493375001,9
2012-04-11,6.776719564800002,0.8700015616187495,8
2012-04-12,-4.961432166399998,3.620022950440625,14
2012-04-13,3.9000361984000005,0.6558916172062499,26
2012-04-14,0.8535070720000011,-1.0110417832734362,10
2012-04-15,-3.3842662399999996,-0.6613712787468737,1
2012-04-16,8.973612851199999,4.530666256178126,8
2012-04-17,6.392044851200001,12.132401133453126,39
2012-04-18,26.0631876608,2.165385782892187,20
2012-04-19,10.933629235200002,2.6276209141281246,42
2012-04-20,34.5094959104,-1.1490380151859376,6
2012-04-21,8.7984300032,0.29567286128906367,15
2012-04-22,-3.1317701632000023,0.41122448242812604,13
2012-04-23,7.046691327999997,0.481308356250001,7
2012-04-24,10.795219968,2.517325333671876,34
2012-04-25,34.9888992256,19.342432333117188,8
2012-04-26,9.780601856,-0.3921123700296887,22
2012-04-27,-4.34052608,1.6926900752937495,22
2012-04-28,-4.6059682816,-1.0959553688937502,9
2012-04-29,7.601207091200001,-0.6874242717656234,0
2012-04-30,0.9858891775999998,8.482293100698438,0
2012-05-01,19.1216392192,0.6912904956984378,13
2012-05-02,44.1051869184,9.061348008417188,32
2012-05-03,2.4551559168000026,1.375263752079687,13
2012-05-04,3.673959116799999,1.7866427345000007,5
2012-05-05,7.654984396799998,0.04812160588125014,4
2012-05-06,-2.989561548800001,-0.7030131701078114,17
2012-05-07,1.3157014527999982,7.520177708750001,7
2012-05-08,3.7961335807999985,1.8212399153593752,25
2012-05-09,7.8448264192,5.025837951145313,5
2012-05-10,33.1462411264,2.8356352885218747,36
2012-05-11,1.9082877952000032,4.92006343434375,16
2012-05-12,9.388469555199999,1.7930833070953125,2
2012-05-13,32.3889665024,-0.9963862206234371,6
2012-05-14,9.7998375936,12.378015039964064,10
2012-05-15,0.5703203839999968,-0.7627416678750001,8
2012-05-16,-0.016713420800002154,-1.0587939868343743,2
2012-05-17,8.460907110399997,0.3301964542984379,2
2012-05-18,0.7808007168000008,4.408172917721877,0
2012-05-19,11.1063568384,20.1005333730125,4
2012-05-20,3.1571089407999997,-2.6198209667625014,6
2012-05-21,8.163119923200002,3.709260878642187,0
2012-05-22,8.767232000000002,3.6465889845468746,3
2012-05-23,27.7500756992,11.628588341517188,2
2012-05-24,2.888292249599999,17.908745638714063,1
2012-05-25,-5.5640338432000025,4.827748443234374,5
2012-05-26,14.272311807999998,6.456395711135937,3
2012-05-27,15.0909436928,-2.487935148507812,2
2012-05-28,5.7797138432,-1.5534221970046849,0
2012-05-29,4.854230527999999,3.981448791171877,6
2012-05-30,24.503058534399997,8.68780937099219,9
2012-05-31,3.0064885760000024,5.136396893117189,3
2012-06-01,-0.7211908096000013,9.199740974220314,10
2012-06-02,-1.6506222592000013,13.85232067890625,0
2012-06-03,15.7112717312,-1.7350143874281256,0
2012-06-04,12.080016998400001,7.419295264676563,0
2012-06-05,12.528664883200001,-0.9281933562499993,3
2012-06-06,20.0693218304,3.707703134921877,1
2012-06-07,-0.8448442368000002,1.5598540959140639,4
2012-06-08,5.077087641599999,0.7608311747812517,5
2012-06-09,5.639717580799999,-0.9979178134234363,2
2012-06-10,2.884962099199999,-0.6699614448953112,2
2012-06-11,9.5787766784,-0.4565264823406238,3
2012-06-12,3.6376816640000005,5.738907321573438,1
2012-06-13,7.4758887424000005,4.187653995410938,3
2012-06-14,-2.778561023999999,3.1141544686359373,12
2012-06-15,7.2192785408,6.1111134057734375,8
2012-06-16,13.5451034624,2.8091918163609373,5
2012-06-17,-3.0972172288,-1.045810705071875,4
2012-06-18,21.2619215872,1.3782941750000006,3
2012-06-19,45.6869105664,-0.6554767399999992,6
2012-06-20,-8.241947136,4.549006340656251,14
2012-06-21,-6.787678720000004,2.1437894472062506,9
2012-06-22,28.100214988799998,6.223103561507813,3
2012-06-23,21.0511597568,-1.1546818862531252,1
2012-06-24,-5.400649830399999,0.3727982551859379,0
2012-06-25,13.775678156799996,0.5021459473562504,6
2012-06-26,15.280874188799999,5.577065561468751,4
2012-06-27,3.1514403840000025,14.101930526178124,2
2012-06-28,-3.959494963200001,1.0075807586718741,0
2012-06-29,-1.1318943744000025,1.6688656745234371,3
2012-06-30,80.7787790336,1.8920714887828125,2
2012-07-01,10.050263244800007,-1.0101856765015613,2
2012-07-02,-1.7769964544000043,1.3761271657343763,8
2012-07-03,2.634682265599997,0.3222027194484385,8
2012-07-04,0.052931993599997895,9.427962038120313,10
2012-07-05,5.721713254399999,0.5829648132999998,2
2012-07-06,37.8293127168,2.052720146664063,4
2012-07-07,-11.3998314496,-0.8150785854046876,13
2012-07-08,12.695423078400001,-0.49496727165468657,2
2012-07-09,17.036228096000002,4.651461537392188,5
2012-07-10,6.295004672000001,20.24392855271875,11
