,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2019-06-19,1,12,0.0
2019-06-20,1,13,0.0
2019-06-21,0,9,0.0
2019-06-22,0,1,0.0
2019-06-23,4,2,0.0
2019-06-24,0,4,0.0
2019-06-25,0,8,0.0
2019-06-26,0,10,0.0
2019-06-27,0,4,0.0
2019-06-28,0,3,0.0
2019-06-29,0,8,0.0
2019-06-30,0,3,0.0
2019-07-01,0,5,0.0
2019-07-02,0,15,0.0
2019-07-03,1,15,0.0
2019-07-04,0,4,0.0
2019-07-05,4,7,0.0
2019-07-06,0,2,0.0
2019-07-07,1,4,0.0
2019-07-08,0,28,0.0
2019-07-09,0,19,0.0
2019-07-10,1,10,0.0
2019-07-11,0,4,0.0
2019-07-12,0,9,0.0
2019-07-13,0,0,0.0
2019-07-14,0,0,0.0
2019-07-15,3,5,0.0
2019-07-16,0,8,0.0
2019-07-17,0,8,0.0
2019-07-18,0,12,0.0
2019-07-19,0,11,2.0
2019-07-20,3,0,-0.3999999999999999
2019-07-21,0,1,-0.16000000000000014
2019-07-22,0,7,-0.09600000000000007
2019-07-23,0,8,-0.06720000000000002
2019-07-24,0,25,-0.05107200000000003
2019-07-25,0,7,0.9591424
2019-07-26,4,6,0.76614656
2019-07-27,0,18,-0.3087754239999999
2019-07-28,0,4,-0.15293870080000005
2019-07-29,0,15,-0.08160000000000005
2019-07-30,0,16,6.940864
2019-07-31,0,15,-1.4459647999999996
2019-08-01,0,12,-0.5973555200000005
2019-08-02,0,11,-0.3673144320000002
2019-08-03,0,1,-0.2620570624
2019-08-04,0,1,-0.19122135040000007
2019-08-05,0,6,0.8569983999999999
2019-08-06,0,8,-0.31848704000000005
2019-08-07,0,3,-0.18071398399999966
2019-08-08,1,2,-0.1352854527999998
2019-08-09,2,8,1.9664
2019-08-10,0,1,-0.4255359999999999
2019-08-11,0,6,-0.18042880000000017
2019-08-12,0,5,-0.11292672000000008
2019-08-13,0,6,-0.08158771199999997
2019-08-14,0,31,-0.06354135039999999
2019-08-15,0,20,3.9591424
2019-08-16,0,23,4.1661465600000005
2019-08-17,0,1,-1.3487754239999998
2019-08-18,0,4,1.3830612991999995
2019-08-19,0,20,0.2255999999999998
2019-08-20,0,8,-0.6301440000000003
2019-08-21,0,6,-0.38539520000000027
2019-08-22,0,7,-0.2850508800000002
2019-08-23,0,12,-0.22685644799999985
2019-08-24,0,11,-0.18820956159999958
2019-08-25,0,5,-0.11662899199999986
2019-08-26,0,9,-0.04570214399999989
2019-08-27,1,9,-0.03932641279999987
2019-08-28,0,11,-0.012469350399999964
2019-08-29,0,21,0.0
2019-08-30,0,9,6.0
2019-08-31,3,5,-1.1999999999999997
2019-09-01,0,1,-0.4800000000000004
2019-09-02,0,4,10.712
2019-09-03,0,13,-0.4015999999999993
2019-09-04,0,11,0.5667839999999993
2019-09-05,0,14,9.789427199999999
2019-09-06,0,8,-2.9271603199999996
2019-09-07,0,5,-1.4104222720000008
2019-09-08,0,10,-0.9458049024000003
2019-09-09,0,9,-0.6477235200000002
2019-09-10,0,10,-0.5138718719999995
2019-09-11,3,5,-0.4245085183999996
2019-09-12,0,8,-0.2399080447999999
2019-09-13,0,7,-0.18320353279999926
2019-09-14,0,4,-0.13716285439999962
2019-09-15,0,4,0.0
2019-09-16,0,16,0.0
2019-09-17,0,13,0.0
2019-09-18,1,13,0.0
2019-09-19,0,16,0.0
2019-09-20,0,9,0.0
2019-09-21,0,4,1.0
2019-09-22,0,5,-0.19999999999999996
2019-09-23,0,7,0.9199999999999999
2019-09-24,0,7,-0.248
2019-09-25,0,11,0.8863999999999999
2019-09-26,0,12,-0.273536
2019-09-27,0,4,2.8659711999999997
2019-09-28,0,2,-0.69046272
2019-09-29,0,1,-0.3084165120000002
2019-09-30,0,26,0.8010679295999998
2019-10-01,3,23,-0.3356165119999999
2019-10-02,0,27,-0.18600407040000008
2019-10-03,0,11,-0.123674112
2019-10-04,0,7,-0.0968495104
2019-10-05,0,1,-0.06869913599999983
2019-10-06,0,3,-0.0578368511999999
2019-10-07,0,6,-0.01692672000000001
2019-10-08,1,19,-0.01438771199999994
2019-10-09,0,25,-0.012469350399999964
2019-10-10,0,20,0.0
2019-10-11,0,7,1.0
2019-10-12,0,4,-0.19999999999999996
2019-10-13,1,6,0.9199999999999999
2019-10-14,0,16,-0.248
2019-10-15,0,20,-0.11360000000000009
2019-10-16,0,10,0.926464
2019-10-17,0,11,-0.2540288
2019-10-18,0,17,-0.1224627200000001
2019-10-19,0,1,-0.08281651199999998
2019-10-20,0,4,0.9370039296
