,emberjs/ember.js,angular/angular,facebook/react
2018-10-18,12,14.0,4
2018-10-19,11,36.0,8
2018-10-20,4,17.0,11
2018-10-21,0,2.0,5
2018-10-22,2,3.0,1
2018-10-23,7,28.0,23
2018-10-24,5,14.0,2
2018-10-25,0,6.0,0
2018-10-26,2,33.0,0
2018-10-27,0,0.0,3
2018-10-28,0,0.0,0
2018-10-29,4,16.0,23
2018-10-30,1,15.0,3
2018-10-31,5,17.0,3
2018-11-01,1,40.0,2
2018-11-02,1,14.0,5
2018-11-03,1,0.0,0
2018-11-04,0,0.0,0
2018-11-05,4,8.0,9
2018-11-06,3,6.0,9
2018-11-07,2,7.0,15
2018-11-08,4,10.0,4
2018-11-09,6,10.0,14
2018-11-10,0,0.0,2
2018-11-11,6,0.0,0
2018-11-12,3,9.0,1
2018-11-13,3,14.0,4
2018-11-14,0,10.0,3
2018-11-15,1,1.0,1
2018-11-16,0,10.0,1
2018-11-17,0,5.0,0
2018-11-18,0,0.0,0
2018-11-19,4,3.0,5
2018-11-20,1,11.0,2
2018-11-21,3,9.0,0
2018-11-22,4,0.0,5
2018-11-23,3,0.0,3
2018-11-24,0,0.0,1
2018-11-25,0,0.0,0
2018-11-26,5,10.0,2
2018-11-27,0,23.0,4
2018-11-28,9,9.0,2
2018-11-29,2,2.0,1
2018-11-30,2,56.0,3
2018-12-01,0,1.0,1
2018-12-02,0,0.0,2
2018-12-03,0,14.0,3
2018-12-04,22,12.0,2
2018-12-05,39,52.0,2
2018-12-06,56,31.0,2
2018-12-07,35,16.0,2
2018-12-08,32,0.0,0
2018-12-09,30,0.0,0
2018-12-10,16,6.0,0
2018-12-11,12,12.0,0
2018-12-12,32,10.0,2
2018-12-13,0,16.0,2
2018-12-14,10,26.0,2
2018-12-15,5,0.0,0
2018-12-16,0,0.0,0
2018-12-17,5,14.0,0
2018-12-18,4,26.0,3
2018-12-19,18,7.0,0
2018-12-20,5,13.0,3
2018-12-21,5,8.0,0
2018-12-22,4,0.0,0
2018-12-23,2,0.0,0
2018-12-24,3,0.0,0
2018-12-25,0,0.0,1
2018-12-26,1,8.0,0
2018-12-27,1,0.0,0
2018-12-28,1,0.0,0
2018-12-29,0,0.0,0
2018-12-30,0,0.0,0
2018-12-31,0,0.0,0
2019-01-01,0,0.0,0
2019-01-02,7,0.0,1
2019-01-03,0,16.0,0
2019-01-04,7,14.0,0
2019-01-05,4,3.0,0
2019-01-06,0,3.0,0
2019-01-07,3,31.0,1
2019-01-08,3,16.0,2
2019-01-09,9,34.0,1
2019-01-10,1,22.0,2
2019-01-11,1,36.0,0
2019-01-12,3,5.0,1
2019-01-13,1,0.0,0
2019-01-14,2,27.0,2
2019-01-15,2,22.0,5
2019-01-16,7,8.0,2
2019-01-17,5,14.0,5
2019-01-18,2,10.0,10
2019-01-19,0,0.0,1
2019-01-20,0,0.0,0
2019-01-21,2,0.0,10
2019-01-22,9,43.0,3
2019-01-23,6,20.0,11
2019-01-24,2,8.0,4
2019-01-25,1,19.0,2
2019-01-26,3,0.0,0
2019-01-27,2,0.0,3
2019-01-28,1,21.0,2
2019-01-29,1,26.0,3
2019-01-30,0,17.0,9
2019-01-31,4,8.0,8
2019-02-01,4,6.0,3
2019-02-02,8,3.0,1
2019-02-03,3,0.0,0
2019-02-04,2,19.0,5
2019-02-05,3,22.0,10
2019-02-06,1,32.0,14
2019-02-07,1,18.0,2
2019-02-08,7,22.0,6
2019-02-09,3,3.0,2
2019-02-10,1,0.0,2
2019-02-11,3,25.0,3
2019-02-12,3,11.0,3
2019-02-13,1,45.0,11
2019-02-14,1,29.0,17
2019-02-15,7,2.0,4
2019-02-16,3,0.0,3
2019-02-17,2,8.0,1
2019-02-18,1,0.0,0
2019-02-19,7,27.0,10
2019-02-20,2,23.0,6
2019-02-21,0,17.0,21
2019-02-22,2,40.0,8
2019-02-23,0,2.0,4
2019-02-24,4,1.0,1
2019-02-25,6,12.0,5
2019-02-26,0,10.0,3
2019-02-27,2,21.0,10
2019-02-28,6,19.0,14
2019-03-01,5,11.0,8
2019-03-02,3,2.0,0
2019-03-03,6,0.0,3
2019-03-04,7,17.0,3
2019-03-05,2,16.0,4
2019-03-06,3,19.0,5
2019-03-07,7,27.0,10
2019-03-08,13,13.0,0
2019-03-09,0,2.0,5
2019-03-10,0,0.0,2
2019-03-11,0,10.0,9
2019-03-12,1,26.0,1
2019-03-13,11,14.0,5
2019-03-14,11,27.0,4
2019-03-15,3,12.0,12
2019-03-16,10,0.0,5
2019-03-17,6,0.0,4
2019-03-18,19,16.0,14
2019-03-19,10,19.0,7
2019-03-20,1,50.0,8
2019-03-21,5,25.0,6
2019-03-22,1,12.0,8
2019-03-23,0,0.0,0
2019-03-24,0,0.0,5
2019-03-25,4,7.0,4
2019-03-26,11,10.0,6
2019-03-27,5,31.0,4
2019-03-28,2,12.0,5
2019-03-29,14,20.0,8
2019-03-30,5,0.0,6
2019-03-31,3,0.0,0
2019-04-01,5,30.0,12
2019-04-02,9,29.0,12
2019-04-03,24,11.0,20
2019-04-04,2,16.0,34
2019-04-05,2,4.0,20
2019-04-06,10,0.0,11
2019-04-07,3,0.0,27
2019-04-08,5,16.0,30
2019-04-09,4,9.0,22
2019-04-10,4,15.0,52
2019-04-11,8,16.0,12
2019-04-12,4,6.0,45
2019-04-13,0,3.0,20
2019-04-14,1,0.0,2
2019-04-15,4,16.0,11
2019-04-16,1,10.0,18
2019-04-17,6,17.0,12
2019-04-18,2,6.0,21
2019-04-19,3,34.0,24
2019-04-20,0,4.0,15
2019-04-21,0,0.0,7
2019-04-22,4,15.0,19
2019-04-23,5,20.0,13
2019-04-24,10,26.0,21
2019-04-25,8,44.0,27
2019-04-26,3,38.0,14
2019-04-27,0,1.0,0
2019-04-28,0,0.0,8
2019-04-29,1,27.0,5
2019-04-30,4,6.0,16
2019-05-01,0,7.0,20
2019-05-02,4,1.0,6
2019-05-03,4,0.0,16
2019-05-04,0,0.0,3
2019-05-05,0,0.0,2
2019-05-06,0,11.0,9
2019-05-07,0,12.0,7
2019-05-08,0,19.0,14
2019-05-09,1,14.0,9
2019-05-10,0,12.0,14
2019-05-11,0,0.0,0
2019-05-12,0,0.0,3
2019-05-13,6,13.0,14
2019-05-14,3,19.0,4
2019-05-15,0,11.0,5
2019-05-16,0,43.0,8
2019-05-17,1,23.0,3
2019-05-18,0,0.0,1
2019-05-19,0,0.0,0
2019-05-20,0,8.0,10
2019-05-21,0,23.0,7
2019-05-22,1,23.0,26
2019-05-23,2,20.0,23
2019-05-24,5,16.0,8
2019-05-25,0,0.0,2
2019-05-26,0,0.0,3
2019-05-27,0,0.0,1
2019-05-28,0,7.0,10
2019-05-29,11,2.0,10
2019-05-30,6,31.0,8
2019-05-31,2,16.0,9
2019-06-01,3,0.0,9
2019-06-02,0,0.0,8
2019-06-03,5,10.0,16
2019-06-04,3,10.0,12
2019-06-05,2,5.0,11
2019-06-06,1,11.0,3
2019-06-07,6,7.0,8
2019-06-08,2,0.0,9
2019-06-09,2,0.0,11
2019-06-10,1,2.0,8
2019-06-11,1,29.0,4
2019-06-12,0,3.0,12
2019-06-13,3,3.0,4
2019-06-14,8,25.0,6
2019-06-15,0,0.0,4
2019-06-16,0,0.0,0
2019-06-17,5,5.0,7
2019-06-18,8,15.0,12
2019-06-19,0,16.0,11
2019-06-20,6,9.0,8
2019-06-21,0,21.0,8
2019-06-22,0,0.0,8
2019-06-23,0,0.0,0
2019-06-24,0,5.0,9
2019-06-25,1,35.0,3
2019-06-26,5,26.0,4
2019-06-27,11,18.0,3
2019-06-28,3,8.0,2
2019-06-29,0,0.0,0
2019-06-30,1,0.0,0
2019-07-01,0,11.0,5
2019-07-02,0,13.0,5
2019-07-03,3,3.0,4
2019-07-04,1,0.0,3
2019-07-05,2,0.0,2
2019-07-06,0,0.0,1
2019-07-07,0,0.0,0
2019-07-08,0,8.0,5
2019-07-09,1,13.0,1
2019-07-10,4,7.0,2
2019-07-11,4,31.0,4
2019-07-12,3,13.0,3
2019-07-13,0,0.0,2
2019-07-14,1,0.0,1
2019-07-15,0,7.0,2
2019-07-16,1,8.0,2
2019-07-17,1,9.0,4
