,elastic/kibana,getsentry/sentry,grafana/grafana
2017-06-22,18.0,6,17
2017-06-23,8.4,14,15
2017-06-24,-3.8400000000000007,1,1
2017-06-25,-1.8240000000000016,1,3
2017-06-26,7.8191999999999995,27,1
2017-06-27,13.337152,21,9
2017-06-28,7.4058496,19,5
2017-06-29,8.338173439999998,17,5
2017-06-30,9.907500544,13,1
2017-07-01,-3.780524851199999,0,0
2017-07-02,-3.3692674048000013,0,0
2017-07-03,4.897566719999999,11,7
2017-07-04,-2.977430528,0,10
2017-07-05,5.178637414400001,11,12
2017-07-06,8.3142864896,21,5
2017-07-07,4.373369139200001,5,4
2017-07-08,-3.4065226751999997,2,0
2017-07-09,-0.7620172800000002,0,1
2017-07-10,12.7242222592,1,3
2017-07-11,16.326588416,9,1
2017-07-12,8.1972227072,14,10
2017-07-13,7.444061695999999,12,1
2017-07-14,13.4430999552,4,2
2017-07-15,-6.814197350400001,0,0
2017-07-16,-2.5278047232000023,0,0
2017-07-17,7.433758207999999,3,1
2017-07-18,19.1111970816,12,4
2017-07-19,6.101942374400002,12,3
2017-07-20,9.987390464,2,2
2017-07-21,15.6112451584,7,3
2017-07-22,-6.7880568831999994,0,0
2017-07-23,-4.210260377600002,0,0
2017-07-24,13.340914687999998,9,13
2017-07-25,3.7929885696000003,6,1
2017-07-26,13.32208896,13,1
2017-07-27,0.6923675648000014,21,2
2017-07-28,7.4052784127999995,10,1
2017-07-29,-4.0679419904,0,1
2017-07-30,-2.9461982208000013,0,0
2017-07-31,11.1819959296,7,25
2017-08-01,23.019785728000002,3,16
2017-08-02,8.4432864256,2,14
2017-08-03,5.2556283904,9,9
2017-08-04,8.038488268799998,6,10
2017-08-05,-5.0440327168,2,1
2017-08-06,-3.5526663168000017,0,0
2017-08-07,11.652129689599999,10,26
2017-08-08,11.404245504,8,26
2017-08-09,14.222353100800001,9,17
2017-08-10,8.9664643072,5,16
2017-08-11,0.33203496959999956,3,6
2017-08-12,-3.9030908928000008,0,0
2017-08-13,-3.083537817600001,0,0
2017-08-14,8.9593757696,9,10
2017-08-15,1.2273925120000007,4,15
2017-08-16,10.8374785024,9,5
2017-08-17,15.345371033600001,5,9
2017-08-18,11.65189376,7,11
