,apple/swift,JetBrains/kotlin,rust-lang/rust
2022-10-17,48,49,77
2022-10-18,29,36,65
2022-10-19,40,39,93
2022-10-20,77,39,104
2022-10-21,67,25,78
2022-10-22,45,0,64
2022-10-23,11,0,101
2022-10-24,42,26,106
2022-10-25,41,14,92
2022-10-26,33,31,95
2022-10-27,60,90,99
2022-10-28,49,1,74
2022-10-29,9,0,109
2022-10-30,26,0,39
2022-10-31,51,22,70
2022-11-01,60,25,71
2022-11-02,68,30,72
2022-11-03,56,17,52
2022-11-04,89,37,105
2022-11-05,25,1,102
2022-11-06,5,0,69
2022-11-07,56,27,158
2022-11-08,59,16,78
2022-11-09,83,15,122
2022-11-10,76,54,95
2022-11-11,64,78,86
2022-11-12,45,32,85
2022-11-13,7,2,71
2022-11-14,57,11,72
2022-11-15,52,29,102
2022-11-16,95,15,70
2022-11-17,64,65,70
2022-11-18,45,24,97
2022-11-19,23,1,105
2022-11-20,0,0,106
2022-11-21,6,26,130
2022-11-22,6,76,80
2022-11-23,7,25,90
2022-11-24,2,40,86
2022-11-25,0,22,170
2022-11-26,3,4,80
2022-11-27,2,1,88
2022-11-28,50,27,100
2022-11-29,116,194,100
2022-11-30,87,47,65
2022-12-01,90,38,90
2022-12-02,68,50,87
2022-12-03,24,0,75
2022-12-04,10,4,54
2022-12-05,32,22,53
2022-12-06,68,53,106
2022-12-07,58,32,60
2022-12-08,55,44,59
2022-12-09,58,50,83
2022-12-10,27,0,60
2022-12-11,7,6,68
2022-12-12,71,50,68
2022-12-13,90,40,110
2022-12-14,84,22,112
2022-12-15,109,27,88
2022-12-16,60,31,70
2022-12-17,19,1,79
2022-12-18,14,5,53
2022-12-19,55,9,53
2022-12-20,70,57,91
2022-12-21,68,29,59
2022-12-22,39,18,74
2022-12-23,1,4,60
2022-12-24,1,0,42
2022-12-25,1,0,44
2022-12-26,1,11,22
2022-12-27,1,30,67
2022-12-28,12,15,110
2022-12-29,7,18,67
2022-12-30,5,1,52
2022-12-31,2,0,54
2023-01-01,3,0,39
2023-01-02,8,52,87
2023-01-03,78,11,66
2023-01-04,60,46,80
2023-01-05,60,10,56
2023-01-06,49,29,62
2023-01-07,57,2,53
2023-01-08,29,1,37
2023-01-09,63,37,172
2023-01-10,30,84,52
2023-01-11,54,57,133
2023-01-12,57,52,131
2023-01-13,58,76,106
2023-01-14,18,3,131
2023-01-15,18,8,49
2023-01-16,54,51,65
2023-01-17,42,124,100
2023-01-18,51,45,72
2023-01-19,64,38,76
2023-01-20,60,83,84
2023-01-21,22,7,83
2023-01-22,9,1,54
2023-01-23,28,29,100
2023-01-24,56,66,50
2023-01-25,68,39,64
2023-01-26,115,65,81
2023-01-27,56,34,151
2023-01-28,39,1,77
2023-01-29,32,1,57
2023-01-30,37,55,91
2023-01-31,54,47,95
2023-02-01,81,41,72
2023-02-02,151,27,73
2023-02-03,61,150,80
2023-02-04,25,0,30
2023-02-05,11,1,61
2023-02-06,64,29,65
2023-02-07,87,25,72
2023-02-08,100,40,52
2023-02-09,92,32,84
2023-02-10,55,25,89
2023-02-11,72,1,53
2023-02-12,23,0,56
2023-02-13,58,27,90
2023-02-14,74,44,139
2023-02-15,78,67,86
2023-02-16,77,24,95
2023-02-17,64,29,75
2023-02-18,28,7,98
2023-02-19,9,0,73
2023-02-20,50,34,93
2023-02-21,63,26,91
2023-02-22,82,47,83
2023-02-23,90,19,66
2023-02-24,60,25,42
2023-02-25,38,0,79
2023-02-26,15,0,82
2023-02-27,48,26,64
2023-02-28,108,33,79
2023-03-01,93,68,126
2023-03-02,114,17,66
2023-03-03,118,29,93
2023-03-04,101,4,80
2023-03-05,50,6,84
2023-03-06,79,14,75
2023-03-07,91,45,60
2023-03-08,92,21,98
2023-03-09,73,39,97
2023-03-10,79,33,104
2023-03-11,40,6,75
2023-03-12,7,0,78
2023-03-13,51,37,76
2023-03-14,86,94,87
2023-03-15,69,25,87
2023-03-16,73,31,86
2023-03-17,61,39,88
2023-03-18,41,0,47
2023-03-19,18,1,59
2023-03-20,57,30,70
2023-03-21,85,38,92
2023-03-22,68,36,91
2023-03-23,73,30,79
2023-03-24,47,29,75
2023-03-25,28,0,63
2023-03-26,9,2,61
2023-03-27,41,39,84
2023-03-28,59,19,81
2023-03-29,100,39,99
2023-03-30,71,29,105
2023-03-31,52,23,50
2023-04-01,33,9,33
2023-04-02,7,0,34
2023-04-03,42,76,105
2023-04-04,80,54,115
2023-04-05,55,42,91
2023-04-06,69,70,112
2023-04-07,37,12,70
2023-04-08,17,17,48
2023-04-09,10,8,85
2023-04-10,18,7,64
2023-04-11,48,34,101
2023-04-12,66,38,108
2023-04-13,76,17,99
2023-04-14,41,9,104
2023-04-15,19,0,47
2023-04-16,9,0,111
2023-04-17,26,58,90
2023-04-18,43,67,60
2023-04-19,57,98,83
2023-04-20,47,32,104
2023-04-21,46,50,94
2023-04-22,16,2,101
2023-04-23,5,1,70
2023-04-24,37,35,90
2023-04-25,47,105,93
2023-04-26,38,41,101
2023-04-27,49,43,109
2023-04-28,48,26,92
2023-04-29,18,4,95
2023-04-30,4,7,56
2023-05-01,38,21,64
2023-05-02,103,44,150
2023-05-03,68,30,68
2023-05-04,75,48,67
2023-05-05,57,24,120
2023-05-06,35,5,118
2023-05-07,6,0,64
2023-05-08,63,32,83
2023-05-09,59,53,70
2023-05-10,30,67,67
2023-05-11,49,49,72
2023-05-12,46,51,74
2023-05-13,18,0,63
2023-05-14,10,0,57
2023-05-15,39,29,79
2023-05-16,56,32,72
2023-05-17,37,36,54
2023-05-18,40,17,102
2023-05-19,38,60,39
2023-05-20,12,0,62
2023-05-21,0,0,44
2023-05-22,31,17,64
2023-05-23,52,34,75
2023-05-24,38,20,75
2023-05-25,49,32,105
2023-05-26,44,32,119
2023-05-27,12,9,46
2023-05-28,8,0,51
2023-05-29,16,5,66
2023-05-30,30,23,72
2023-05-31,43,36,80
2023-06-01,49,27,100
2023-06-02,44,23,105
2023-06-03,24,0,61
2023-06-04,3,0,53
2023-06-05,55,15,116
2023-06-06,80,34,67
2023-06-07,108,31,73
2023-06-08,53,40,76
2023-06-09,46,21,66
2023-06-10,35,12,72
2023-06-11,5,0,62
2023-06-12,56,14,108
2023-06-13,56,25,84
2023-06-14,67,55,102
2023-06-15,61,22,78
2023-06-16,60,47,81
2023-06-17,19,5,73
2023-06-18,3,0,58
2023-06-19,17,30,125
2023-06-20,39,43,107
2023-06-21,67,36,111
2023-06-22,56,81,85
2023-06-23,54,36,77
2023-06-24,11,0,55
2023-06-25,0,8,61
2023-06-26,28,49,62
2023-06-27,33,24,113
2023-06-28,55,21,101
2023-06-29,62,13,93
2023-06-30,54,44,99
2023-07-01,14,9,61
2023-07-02,3,0,72
2023-07-03,24,39,112
2023-07-04,62,48,67
2023-07-05,50,64,100
2023-07-06,57,42,69
2023-07-07,70,28,89
2023-07-08,10,1,83
2023-07-09,6,0,41
2023-07-10,23,47,103
2023-07-11,49,26,53
2023-07-12,58,29,81
2023-07-13,38,32,84
2023-07-14,44,39,92
2023-07-15,4,0,33
2023-07-16,2,0,74
2023-07-17,46,56,76
2023-07-18,60,43,84
2023-07-19,99,49,80
2023-07-20,42,45,96
2023-07-21,57,65,103
2023-07-22,35,1,94
2023-07-23,8,0,38
2023-07-24,39,51,100
2023-07-25,66,37,94
2023-07-26,66,51,83
2023-07-27,67,82,90
2023-07-28,76,65,78
2023-07-29,9,3,73
2023-07-30,1,0,103
2023-07-31,29,68,131
2023-08-01,68,44,87
2023-08-02,79,41,109
2023-08-03,71,84,96
2023-08-04,52,38,99
2023-08-05,34,0,70
2023-08-06,14,0,73
2023-08-07,46,53,88
2023-08-08,119,42,96
2023-08-09,88,36,73
2023-08-10,89,36,53
2023-08-11,72,37,72
2023-08-12,10,2,40
2023-08-13,5,3,49
2023-08-14,53,20,89
2023-08-15,46,13,98
2023-08-16,53,31,101
2023-08-17,82,42,57
2023-08-18,46,26,83
2023-08-19,19,1,47
2023-08-20,8,0,45
2023-08-21,58,30,67
2023-08-22,42,43,105
2023-08-23,53,33,60
2023-08-24,55,40,79
2023-08-25,46,51,56
2023-08-26,14,1,51
2023-08-27,4,0,46
2023-08-28,44,29,91
2023-08-29,46,74,70
2023-08-30,62,70,86
2023-08-31,64,41,62
2023-09-01,62,20,73
2023-09-02,22,1,72
2023-09-03,22,3,76
2023-09-04,46,27,34
2023-09-05,44,66,75
2023-09-06,62,55,88
2023-09-07,72,17,71
2023-09-08,61,48,103
2023-09-09,20,2,46
2023-09-10,7,0,64
2023-09-11,67,17,91
2023-09-12,106,15,67
2023-09-13,61,72,52
2023-09-14,55,51,85
2023-09-15,60,42,66
2023-09-16,46,0,65
2023-09-17,9,0,44
2023-09-18,50,40,91
2023-09-19,98,118,77
2023-09-20,67,44,72
2023-09-21,74,48,83
2023-09-22,57,47,124
2023-09-23,45,7,63
2023-09-24,19,6,62
2023-09-25,59,1,80
2023-09-26,83,4,54
2023-09-27,56,1,35
2023-09-28,45,4,112
2023-09-29,67,1,68
2023-09-30,20,0,46
2023-10-01,8,0,52
2023-10-02,35,29,100
2023-10-03,52,21,82
2023-10-04,59,19,85
2023-10-05,51,41,105
2023-10-06,51,29,113
2023-10-07,37,0,39
2023-10-08,32,1,53
2023-10-09,41,21,111
2023-10-10,49,41,90
2023-10-11,65,16,69
2023-10-12,60,69,67
2023-10-13,29,47,55
2023-10-14,16,0,72
2023-10-15,8,0,71
2023-10-16,38,48,83
