,python/cpython,ruby/ruby,nodejs/node
2017-04-16,6,6,8
2017-04-17,1,12,16
2017-04-18,0,14,31
2017-04-19,10,7,17
2017-04-20,13,16,12
2017-04-21,10,16,14
2017-04-22,4,11,2
2017-04-23,1,11,1
2017-04-24,6,5,28
2017-04-25,5,18,12
2017-04-26,7,5,11
2017-04-27,5,4,15
2017-04-28,4,8,17
2017-04-29,2,4,12
2017-04-30,0,9,16
2017-05-01,3,11,12
2017-05-02,11,13,9
2017-05-03,7,6,16
2017-05-04,6,20,11
2017-05-05,8,0,13
2017-05-06,1,14,13
2017-05-07,1,17,14
2017-05-08,2,9,6
2017-05-09,7,14,19
2017-05-10,5,17,18
2017-05-11,3,8,12
2017-05-12,3,27,8
2017-05-13,5,12,4
2017-05-14,4,12,2
2017-05-15,10,16,11
2017-05-16,9,28,12
2017-05-17,7,12,6
2017-05-18,4,7,7
2017-05-19,3,25,12
2017-05-20,4,18,8
2017-05-21,2,14,5
2017-05-22,10,9,21
2017-05-23,14,13,23
2017-05-24,15,14,12
2017-05-25,5,17,19
2017-05-26,2,18,18
2017-05-27,9,22,9
2017-05-28,5,15,5
2017-05-29,5,15,14
2017-05-30,4,10,9
2017-05-31,2,5,9
2017-06-01,7,17,19
2017-06-02,5,7,30
2017-06-03,2,9,8
2017-06-04,5,2,2
2017-06-05,3,6,21
2017-06-06,10,10,12
2017-06-07,5,8,27
2017-06-08,9,11,11
2017-06-09,17,7,15
2017-06-10,13,2,14
2017-06-11,11,3,5
2017-06-12,7,10,8
2017-06-13,18,5,17
2017-06-14,10,8,11
2017-06-15,5,13,7
2017-06-16,12,8,16
2017-06-17,3,2,6
2017-06-18,1,6,8
2017-06-19,1,5,12
2017-06-20,8,7,10
2017-06-21,6,11,7
2017-06-22,4,11,8
2017-06-23,15,19,12
2017-06-24,6,3,6
2017-06-25,3,3,0
2017-06-26,8,9,6
2017-06-27,8,6,6
2017-06-28,14,15,13
2017-06-29,5,9,17
2017-06-30,10,3,12
2017-07-01,2,6,2
2017-07-02,2,1,23
2017-07-03,3,7,12
2017-07-04,6,7,8
2017-07-05,7,3,13
2017-07-06,4,5,8
2017-07-07,5,9,8
2017-07-08,3,3,3
2017-07-09,2,6,10
2017-07-10,6,4,4
2017-07-11,6,2,9
2017-07-12,4,7,15
2017-07-13,5,5,10
2017-07-14,4,13,11
2017-07-15,3,4,1
2017-07-16,2,7,11
2017-07-17,4,2,34
2017-07-18,5,12,7
2017-07-19,2,10,23
2017-07-20,5,8,8
2017-07-21,8,6,12
2017-07-22,3,7,4
2017-07-23,3,2,7
2017-07-24,9,2,13
2017-07-25,8,4,10
2017-07-26,8,8,14
2017-07-27,6,11,13
2017-07-28,8,5,2
2017-07-29,3,4,6
2017-07-30,6,6,7
2017-07-31,5,3,4
2017-08-01,8,5,26
2017-08-02,3,15,7
2017-08-03,5,13,5
2017-08-04,4,9,32
2017-08-05,1,2,4
2017-08-06,0,2,1
2017-08-07,3,4,12
2017-08-08,2,3,13
2017-08-09,8,3,2
2017-08-10,8,18,30
2017-08-11,1,4,10
2017-08-12,2,5,4
2017-08-13,0,6,16
2017-08-14,5,7,16
2017-08-15,6,12,2
2017-08-16,3,3,15
2017-08-17,6,8,21
2017-08-18,19,3,10
2017-08-19,0,6,0
2017-08-20,4,1,6
2017-08-21,9,4,9
2017-08-22,5,14,7
2017-08-23,1,5,28
2017-08-24,5,3,22
2017-08-25,5,7,10
2017-08-26,2,6,6
2017-08-27,2,5,6
2017-08-28,4,8,4
2017-08-29,5,10,14
2017-08-30,7,7,20
2017-08-31,0,12,2
2017-09-01,6,9,9
2017-09-02,0,8,0
2017-09-03,4,14,10
2017-09-04,28,5,3
2017-09-05,16,8,10
2017-09-06,17,13,1
2017-09-07,19,9,18
2017-09-08,17,10,11
2017-09-09,4,11,4
2017-09-10,5,10,1
2017-09-11,9,12,13
2017-09-12,7,17,12
2017-09-13,17,9,34
2017-09-14,20,25,19
2017-09-15,11,17,19
2017-09-16,3,5,1
2017-09-17,5,12,2
2017-09-18,7,8,7
2017-09-19,13,13,12
2017-09-20,6,13,19
2017-09-21,5,3,9
2017-09-22,6,4,9
2017-09-23,5,15,4
2017-09-24,10,10,14
2017-09-25,9,11,5
2017-09-26,3,12,8
2017-09-27,5,11,15
2017-09-28,3,8,17
2017-09-29,10,9,9
2017-09-30,7,15,0
2017-10-01,2,11,19
2017-10-02,7,10,33
2017-10-03,6,9,6
2017-10-04,8,6,5
2017-10-05,9,8,8
2017-10-06,8,6,2
2017-10-07,2,2,17
2017-10-08,4,8,38
2017-10-09,3,5,43
2017-10-10,4,7,11
2017-10-11,2,12,38
2017-10-12,6,5,27
2017-10-13,7,3,43
2017-10-14,3,6,25
2017-10-15,4,4,21
2017-10-16,5,7,16
2017-10-17,11,10,8
2017-10-18,3,8,24
2017-10-19,7,4,52
2017-10-20,2,7,7
2017-10-21,1,108,14
2017-10-22,6,39,15
2017-10-23,6,16,18
2017-10-24,11,23,11
2017-10-25,4,25,28
2017-10-26,10,27,20
2017-10-27,9,36,12
2017-10-28,4,37,17
2017-10-29,0,43,26
2017-10-30,2,8,17
2017-10-31,11,10,9
2017-11-01,7,12,5
2017-11-02,9,18,18
2017-11-03,7,6,20
2017-11-04,9,25,4
2017-11-05,3,12,3
2017-11-06,3,5,23
2017-11-07,20,40,31
2017-11-08,11,7,15
2017-11-09,5,12,8
2017-11-10,6,7,10
2017-11-11,8,3,53
2017-11-12,5,7,24
2017-11-13,5,8,18
2017-11-14,4,12,11
2017-11-15,12,10,10
2017-11-16,8,36,17
2017-11-17,2,13,19
2017-11-18,5,16,26
2017-11-19,3,11,7
2017-11-20,6,13,14
2017-11-21,7,8,29
2017-11-22,3,5,41
2017-11-23,15,6,14
2017-11-24,12,15,5
2017-11-25,10,5,4
2017-11-26,6,7,21
2017-11-27,10,8,7
2017-11-28,15,6,41
2017-11-29,10,15,9
2017-11-30,9,2,8
2017-12-01,10,28,24
2017-12-02,4,8,1
2017-12-03,5,18,5
2017-12-04,7,16,7
2017-12-05,14,19,12
2017-12-06,10,26,32
2017-12-07,4,11,17
2017-12-08,3,15,34
2017-12-09,6,7,13
2017-12-10,5,6,4
2017-12-11,8,26,9
2017-12-12,10,69,33
2017-12-13,11,21,24
2017-12-14,14,26,4
2017-12-15,15,22,19
2017-12-16,8,8,3
2017-12-17,2,11,6
2017-12-18,9,19,19
2017-12-19,13,17,13
2017-12-20,10,18,16
2017-12-21,10,19,20
2017-12-22,2,21,14
2017-12-23,8,16,6
2017-12-24,2,17,8
2017-12-25,5,19,4
2017-12-26,3,9,9
2017-12-27,0,18,17
2017-12-28,2,5,16
2017-12-29,4,2,5
2017-12-30,9,7,4
2017-12-31,2,11,3
2018-01-01,1,6,5
2018-01-02,2,37,8
2018-01-03,1,6,15
2018-01-04,6,13,8
2018-01-05,3,31,21
2018-01-06,7,8,6
2018-01-07,7,19,4
2018-01-08,1,34,4
2018-01-09,10,55,12
2018-01-10,1,13,9
2018-01-11,5,15,24
2018-01-12,8,20,6
2018-01-13,2,13,4
2018-01-14,1,12,9
2018-01-15,7,36,2
2018-01-16,7,19,22
2018-01-17,6,14,14
2018-01-18,4,44,21
2018-01-19,1,32,15
2018-01-20,7,26,2
2018-01-21,2,9,14
2018-01-22,6,4,4
2018-01-23,10,9,35
2018-01-24,15,14,35
2018-01-25,11,9,6
2018-01-26,11,21,11
2018-01-27,19,15,2
2018-01-28,21,7,2
2018-01-29,29,12,20
2018-01-30,19,19,10
2018-01-31,10,9,11
2018-02-01,5,6,55
2018-02-02,9,15,13
2018-02-03,3,11,3
2018-02-04,8,26,19
2018-02-05,5,26,10
2018-02-06,4,32,28
2018-02-07,1,25,16
2018-02-08,1,29,16
2018-02-09,7,12,12
2018-02-10,3,13,21
2018-02-11,7,25,4
2018-02-12,4,14,14
2018-02-13,6,10,4
2018-02-14,5,8,14
2018-02-15,0,7,4
2018-02-16,3,15,42
2018-02-17,6,8,19
2018-02-18,9,21,0
2018-02-19,2,6,9
2018-02-20,5,15,9
2018-02-21,3,13,9
2018-02-22,8,17,43
2018-02-23,7,9,8
2018-02-24,8,16,3
2018-02-25,9,7,1
2018-02-26,8,12,14
2018-02-27,12,15,14
2018-02-28,4,9,2
2018-03-01,3,8,10
2018-03-02,1,10,32
2018-03-03,1,4,5
2018-03-04,4,9,19
2018-03-05,4,9,13
2018-03-06,3,12,18
2018-03-07,2,9,23
2018-03-08,3,5,16
2018-03-09,4,8,10
2018-03-10,7,8,4
2018-03-11,11,7,24
2018-03-12,5,6,10
2018-03-13,5,16,3
