,JetBrains/kotlin,apple/swift,rust-lang/rust
2010-07-17,0,1.0,2
2010-07-18,0,17.5,6
2010-07-19,0,12.875,12
2010-07-20,0,-13.3125,17
2010-07-21,0,-2.9140625,9
2010-07-22,0,11.39453125,11
2010-07-23,0,-0.4970703125,12
2010-07-24,0,6.20068359375,0
2010-07-25,0,1.831634521484375,0
2010-07-26,0,-8.800277709960938,13
2010-07-27,0,12.612274169921875,1
2010-07-28,0,-7.957305908203125,6
2010-07-29,0,-4.187896728515625,32
2010-07-30,0,4.8595123291015625,0
2010-07-31,0,-2.942535400390625,1
2010-08-01,0,4.174652099609375,0
2010-08-02,0,-4.8561553955078125,1
2010-08-03,0,5.3077239990234375,2
2010-08-04,0,3.55126953125,16
2010-08-05,0,2.45257568359375,9
2010-08-06,0,-5.804534912109375,5
2010-08-07,0,0.959136962890625,10
2010-08-08,0,-0.7192535400390625,1
2010-08-09,0,-2.16326904296875,18
2010-08-10,0,-1.0094757080078125,7
2010-08-11,0,-0.626800537109375,12
2010-08-12,0,-0.4701690673828125,8
2010-08-13,0,-0.3082275390625,4
2010-08-14,0,-0.1766357421875,0
2010-08-15,0,-0.071502685546875,0
2010-08-16,0,-0.0589141845703125,3
2010-08-17,0,-0.021820068359375,3
2010-08-18,0,0.0,23
2010-08-19,0,0.0,4
2010-08-20,0,0.0,22
2010-08-21,0,0.0,1
2010-08-22,0,0.0,0
2010-08-23,0,0.0,0
2010-08-24,0,0.0,13
2010-08-25,0,0.0,16
2010-08-26,0,0.0,12
2010-08-27,0,0.0,14
2010-08-28,0,0.0,3
2010-08-29,0,0.0,0
2010-08-30,0,0.0,0
2010-08-31,0,0.0,5
2010-09-01,0,0.0,1
2010-09-02,0,0.0,0
2010-09-03,0,0.0,4
2010-09-04,0,2.0,0
2010-09-05,0,-1.0,0
2010-09-06,0,-0.25,0
2010-09-07,0,-0.125,4
2010-09-08,0,-0.078125,15
2010-09-09,0,-0.0546875,4
2010-09-10,0,-0.041015625,3
2010-09-11,0,-0.0322265625,0
2010-09-12,0,-0.02618408203125,1
2010-09-13,0,-0.021820068359375,1
2010-09-14,0,0.0,5
2010-09-15,0,0.0,4
2010-09-16,0,0.0,16
2010-09-17,0,0.0,0
2010-09-18,0,2.0,0
2010-09-19,0,-1.0,0
2010-09-20,0,-0.25,1
2010-09-21,0,-0.125,12
2010-09-22,0,-0.078125,8
2010-09-23,0,-0.0546875,4
2010-09-24,0,-0.041015625,8
2010-09-25,0,-0.0322265625,0
2010-09-26,0,-0.02618408203125,0
2010-09-27,0,-0.021820068359375,3
2010-09-28,0,0.0,5
2010-09-29,0,0.0,1
2010-09-30,0,0.0,5
2010-10-01,0,0.0,2
2010-10-02,0,0.0,1
