,gatsbyjs/gatsby,gohugoio/hugo,vercel/next.js
2016-12-05,0.0,0,3
2016-12-06,7.0,2,6
2016-12-07,-1.1000000000000005,0,0
2016-12-08,-0.034999999999999476,0,1
2016-12-09,9.1785,1,6
2016-12-10,0.5543624999999999,2,0
2016-12-11,-2.5577042499999996,1,2
2016-12-12,0.7521512125000007,1,1
2016-12-13,-1.42532702875,0,1
2016-12-14,0.1787723463906249,1,0
2016-12-15,-0.9006075081453127,11,5
2016-12-16,0.5025186825015625,3,7
2016-12-17,-0.667120175889063,0,12
2016-12-18,-0.39106522439062535,0,2
2016-12-19,7.81853154956875,5,16
2016-12-20,-2.4951967960312507,1,30
2016-12-21,-0.9158443502156245,2,10
2016-12-22,-0.5151575792656248,5,20
2016-12-23,-0.3538406869828125,7,7
2016-12-24,-0.253638716765625,0,9
2016-12-25,-0.1998303132328125,4,2
2016-12-26,-0.15165819000000003,4,9
2016-12-27,9.872986265875,3,8
2016-12-28,-0.10866730586250073,10,9
2016-12-29,-0.9499999999999995,3,6
2016-12-30,-0.20999999999999952,0,6
2016-12-31,-0.9851249999999998,4,11
2017-01-01,-0.58219,5,9
2017-01-02,7.578368125,11,6
2017-01-03,6.270701924999999,5,5
2017-01-04,-3.80864010140625,4,0
2017-01-05,1.3532975811250005,6,12
2017-01-06,0.1676157697859375,6,6
2017-01-07,-1.5436846299984373,2,4
2017-01-08,-0.8558125632328122,1,5
2017-01-09,5.3993265475,0,4
2017-01-10,-2.2671149478750006,1,5
2017-01-11,5.989159155746875,3,2
2017-01-12,7.317315734654687,0,10
2017-01-13,2.938480302203125,0,3
2017-01-14,-3.8173251732296873,1,1
2017-01-15,-1.7779895014656242,2,5
2017-01-16,-1.1399103924999996,0,15
2017-01-17,0.16343366190624975,0,4
2017-01-18,2.0449482293531247,4,2
2017-01-19,4.531324207640624,0,3
2017-01-20,1.4389480234640617,1,12
2017-01-21,-2.2956336496875003,0,4
2017-01-22,-0.022291642629687303,1,5
2017-01-23,-0.8914166124999999,2,2
2017-01-24,14.46722863875,1,2
2017-01-25,0.10918528698437413,0,2
2017-01-26,-3.3832431560296867,1,7
2017-01-27,0.34094011470781305,1,3
2017-01-28,1.3317742910406247,0,3
2017-01-29,-1.82990717668125,1,3
2017-01-30,-0.9476909042656245,0,1
2017-01-31,-0.6731718319828125,0,3
2017-02-01,0.4871348797656243,0,2
2017-02-02,1.2811427426796869,0,11
2017-02-03,2.1193257988359373,2,5
2017-02-04,6.74187474521875,6,1
2017-02-05,-2.9489594767625,2,4
2017-02-06,14.830704510301564,2,2
2017-02-07,9.5207911375,1,1
2017-02-08,-0.6559797487499992,0,6
2017-02-09,8.311604148234377,2,14
2017-02-10,-5.3535555680140625,4,2
2017-02-11,-3.3264166667624986,1,2
