,php/php-src,python/cpython,ruby/ruby
2016-01-05,20.0,1,7
2016-01-06,20.0,15,2
2016-01-07,20.9,13,12
2016-01-08,5.039999999999997,8,14
2016-01-09,1.9797499999999992,8,16
2016-01-10,-0.3659099999999986,5,8
2016-01-11,29.204791250000003,32,4
2016-01-12,24.5832973,9,17
2016-01-13,3.648320872187499,2,9
2016-01-14,16.0264044904375,11,8
2016-01-15,19.515661403084376,14,11
2016-01-16,-5.024811534253123,27,9
2016-01-17,6.14301073209844,5,13
2016-01-18,28.070965415039066,14,8
2016-01-19,7.923174287693752,15,17
2016-01-20,10.760768977682813,16,5
2016-01-21,11.978093734317188,16,7
2016-01-22,3.0357071068640646,23,15
2016-01-23,-1.1318064255937474,4,13
2016-01-24,6.800106635387503,3,8
2016-01-25,11.637023186609378,3,8
2016-01-26,7.021638884942189,6,8
2016-01-27,2.1976076084328136,6,12
2016-01-28,12.91046099429844,22,2
2016-01-29,77.17261855496093,4,14
2016-01-30,0.40823516331562004,15,3
2016-01-31,3.345979964967186,5,7
2016-02-01,9.589634355287501,6,9
2016-02-02,39.62895566995782,8,12
2016-02-03,8.751369265590627,4,4
2016-02-04,17.3226734658125,8,13
2016-02-05,7.087039467085939,2,6
2016-02-06,-3.046627404289058,5,12
2016-02-07,0.46806022571875516,5,12
2016-02-08,7.501850860000005,19,10
2016-02-09,8.215441359957817,3,17
2016-02-10,5.066342114309377,14,8
2016-02-11,9.356212803918751,9,2
2016-02-12,0.3304130838156256,0,5
2016-02-13,11.151147879970313,5,6
2016-02-14,13.576099131001563,3,5
2016-02-15,56.04182594286563,5,14
2016-02-16,5.397506200949995,2,7
2016-02-17,3.8361035614687484,0,16
2016-02-18,41.95183797547969,9,5
2016-02-19,-5.238853327724998,8,9
2016-02-20,-2.2303021707281214,4,5
2016-02-21,-1.100122754310934,11,5
2016-02-22,19.46956191753282,10,11
2016-02-23,1.9087162277531284,3,6
2016-02-24,28.954225289926566,14,7
2016-02-25,-2.902492452607814,9,9
2016-02-26,2.1379480109578144,13,8
2016-02-27,-0.4345387601843731,4,7
2016-02-28,7.412413501396879,7,9
2016-02-29,33.95147127639687,1,8
2016-03-01,21.087406831084373,13,5
2016-03-02,33.77808431111562,22,5
2016-03-03,14.241227413284372,0,7
2016-03-04,-2.8545931634312494,6,12
2016-03-05,-3.6792127751499972,1,3
2016-03-06,-0.5931796049609317,15,5
2016-03-07,2.807536337787506,8,14
2016-03-08,0.7877572186140669,22,12
2016-03-09,19.109458504050004,4,20
2016-03-10,24.71718696770625,1,9
2016-03-11,13.472183089020312,10,7
2016-03-12,-4.032476117301565,9,3
2016-03-13,5.796543237392188,8,5
2016-03-14,4.655907105218752,21,10
2016-03-15,17.742483378600003,15,16
2016-03-16,10.494695327023438,9,15
2016-03-17,58.561529149064064,13,30
2016-03-18,7.682453299807809,17,20
2016-03-19,-5.827760855287501,13,12
2016-03-20,11.569326996853126,10,8
2016-03-21,24.119847872125007,10,15
2016-03-22,3.654850388603128,28,8
2016-03-23,2.9331172494359397,36,8
2016-03-24,1.5867276995625033,19,17
2016-03-25,10.21988026752813,26,8
2016-03-26,5.767016447021878,4,6
2016-03-27,2.4134883156750018,14,7
2016-03-28,1.9357639472656265,3,11
2016-03-29,38.183430843773436,11,13
2016-03-30,18.817271125603124,13,8
2016-03-31,8.068494242317186,11,17
2016-04-01,1.9474565534203112,10,4
2016-04-02,-3.0920026606328097,4,5
2016-04-03,10.915513568642192,8,1
2016-04-04,21.17929897709844,1,10
2016-04-05,14.841603585257815,8,6
2016-04-06,26.699116696731252,9,9
2016-04-07,12.303603759937499,0,9
2016-04-08,21.165559542434377,10,5
2016-04-09,7.589409376439063,14,6
2016-04-10,1.5597447835343772,12,8
2016-04-11,9.561740733296878,19,12
2016-04-12,18.274546288407816,12,5
2016-04-13,-1.6078392169093725,10,14
2016-04-14,13.007912490832815,12,16
2016-04-15,6.38055067210469,24,22
2016-04-16,19.907261639696877,21,6
2016-04-17,-4.2029825751375,9,2
2016-04-18,20.700672462689063,12,13
2016-04-19,3.12167846058125,23,6
2016-04-20,16.065033741939065,8,6
2016-04-21,10.2362157901625,1,10
2016-04-22,-2.5216903158578114,2,17
2016-04-23,5.727957465518752,15,19
2016-04-24,4.6438092377812525,24,15
2016-04-25,3.7755440404234406,13,9
2016-04-26,5.062897689390627,13,13
2016-04-27,24.993883046814062,3,13
2016-04-28,23.13136482495156,6,7
2016-04-29,45.23878337334844,11,8
2016-04-30,-0.5338739060187541,2,40
2016-05-01,12.368221944589063,14,19
2016-05-02,12.274094973603127,8,13
2016-05-03,9.317990692904692,2,7
2016-05-04,10.627749557425004,12,11
2016-05-05,12.646653407076567,4,11
2016-05-06,16.468820380107815,4,10
2016-05-07,2.1376454944984395,15,6
2016-05-08,2.435660133343753,15,15
2016-05-09,5.2991719497328145,2,10
2016-05-10,13.36441900062344,6,4
2016-05-11,10.719014218420314,9,12
2016-05-12,20.689104020512502,6,10
2016-05-13,7.6382536819453115,19,6
2016-05-14,10.361122984810939,3,5
2016-05-15,0.4136446281359385,16,7
2016-05-16,19.49092188415469,38,9
2016-05-17,11.097541065659376,22,19
2016-05-18,2.2218401239625014,16,27
2016-05-19,-0.9028153827937486,7,11
2016-05-20,-2.0811579778781217,18,14
2016-05-21,1.5501419854500036,6,16
2016-05-22,-1.2914079226499973,12,13
2016-05-23,2.129625807434377,2,16
2016-05-24,10.092790684762502,6,16
2016-05-25,21.281826846475,4,14
2016-05-26,-0.13443030863281447,11,11
2016-05-27,1.180496721253124,12,6
2016-05-28,7.583783456178125,20,13
2016-05-29,0.1587872734531266,10,9
2016-05-30,16.673567466142188,8,18
2016-05-31,15.289700364703124,0,9
2016-06-01,11.673598197970312,12,19
2016-06-02,24.605398546495312,32,12
2016-06-03,2.234223751376562,36,5
2016-06-04,4.7704047120953135,54,7
2016-06-05,9.116546007751564,21,13
2016-06-06,19.888869693645315,11,9
2016-06-07,25.749949440646876,10,19
2016-06-08,8.486531976321874,31,15
2016-06-09,14.52015437661875,15,12
2016-06-10,-3.6304860262265617,17,9
2016-06-11,0.10659996788437898,34,10
2016-06-12,6.769533385623442,57,7
2016-06-13,15.486252034775003,21,7
2016-06-14,17.544682757709378,52,13
2016-06-15,16.869782766204686,15,6
2016-06-16,15.597823050453124,4,3
2016-06-17,12.58956263345,8,4
2016-06-18,-3.2433997124484364,20,11
2016-06-19,22.41877246716719,4,12
2016-06-20,28.631398080251564,11,13
2016-06-21,52.11571330914531,2,10
2016-06-22,17.859530959774997,14,3
2016-06-23,6.3938821359171865,4,3
2016-06-24,1.0777217376828148,19,10
2016-06-25,2.4994398692656317,17,3
2016-06-26,21.229303375123443,6,6
2016-06-27,16.88397737082344,20,6
2016-06-28,19.58069363708594,6,15
2016-06-29,3.2241229876578137,1,8
2016-06-30,4.725696516493754,8,10
2016-07-01,2.5944908880609403,7,11
2016-07-02,-2.723899312862496,0,4
2016-07-03,15.191941909889065,8,2
2016-07-04,8.926875326857814,0,4
2016-07-05,53.94969953150781,2,8
2016-07-06,26.53651554006875,14,20
2016-07-07,1.866836028210935,9,8
2016-07-08,28.195298582535937,7,4
2016-07-09,-3.401917263417186,1,6
2016-07-10,2.94039014853438,22,8
2016-07-11,39.44454761123438,11,8
2016-07-12,47.135137389451565,5,7
2016-07-13,20.729835892678125,0,23
2016-07-14,34.81326533417031,13,16
2016-07-15,-4.967558567112501,15,11
2016-07-16,4.484445571410943,11,1
2016-07-17,31.15483101601719,12,4
2016-07-18,6.184057637532818,12,2
2016-07-19,62.55518035007657,9,2
2016-07-20,27.541291013110936,0,11
2016-07-21,16.594218083840627,0,5
2016-07-22,30.06378655425,8,11
2016-07-23,35.34823892639219,12,4
2016-07-24,10.568128232200003,2,5
2016-07-25,30.31965580482813,15,3
2016-07-26,4.160514919503129,7,17
2016-07-27,38.37481034947032,4,1
2016-07-28,41.9863025554625,12,7
2016-07-29,12.828368457728127,10,3
2016-07-30,18.908122054471875,9,4
2016-07-31,-2.790022819053121,8,3
2016-08-01,-0.30312364189374286,0,8
2016-08-02,31.940226690937507,4,7
2016-08-03,58.48990381568125,11,10
2016-08-04,13.790771285079686,12,2
2016-08-05,9.988642070835937,9,8
2016-08-06,8.429313710057816,9,3
2016-08-07,22.50993789650157,3,7
2016-08-08,8.664599735201566,12,6
2016-08-09,22.70903329474219,16,12
2016-08-10,8.703528912507815,17,7
2016-08-11,28.56473477769063,2,8
2016-08-12,8.193111852789064,13,8
2016-08-13,10.813454861106253,6,8
2016-08-14,19.192035776618752,18,5
2016-08-15,5.579386403773441,16,5
2016-08-16,42.61934675125938,33,9
2016-08-17,79.54083932877344,26,7
2016-08-18,33.16442357375937,6,4
2016-08-19,13.703107425679683,42,7
2016-08-20,5.879605128543751,18,6
2016-08-21,20.818768606210945,19,3
2016-08-22,-0.6447986491999922,22,7
2016-08-23,10.381244284715633,24,4
2016-08-24,-1.5385584883796817,24,11
2016-08-25,21.793649108451568,6,2
2016-08-26,6.52247833690469,8,10
2016-08-27,0.9120859142062532,9,1
2016-08-28,9.122228408867189,0,2
2016-08-29,67.94916437377344,10,7
2016-08-30,30.01822124788437,16,12
2016-08-31,29.667814413998435,19,6
2016-09-01,18.473931104862498,7,8
2016-09-02,30.336755533950004,16,1
2016-09-03,10.40527069662813,13,4
2016-09-04,2.9905167119906295,8,6
2016-09-05,57.43389105988282,52,4
2016-09-06,12.775225666709378,73,5
2016-09-07,-5.171441532660934,82,19
2016-09-08,14.865819332754691,105,12
2016-09-09,27.497455457212507,112,11
2016-09-10,8.291141983185941,83,2
2016-09-11,25.571229156337502,72,7
2016-09-12,14.56600927041094,54,8
2016-09-13,73.09186920340625,48,13
2016-09-14,19.38398950212656,29,5
2016-09-15,6.986112365126562,44,3
2016-09-16,12.039883268329689,18,8
2016-09-17,-1.5324484614843676,32,4
2016-09-18,-1.7657544251703037,24,5
2016-09-19,15.40791364972657,28,4
2016-09-20,2.4263211068078174,14,6
2016-09-21,10.46319983476094,23,6
2016-09-22,24.213224318676566,18,5
2016-09-23,40.23951452188594,19,16
2016-09-24,16.979010143378122,13,10
2016-09-25,5.884128660489061,6,7
2016-09-26,29.259701982023437,27,11
2016-09-27,0.5259999463453147,21,15
2016-09-28,32.45644176320782,30,8
2016-09-29,8.285585592529689,16,10
2016-09-30,26.53897266880938,33,7
2016-10-01,3.287958183290626,13,11
2016-10-02,1.0669495935078173,39,1
2016-10-03,6.346030772950003,10,10
2016-10-04,3.5512895407875047,26,8
2016-10-05,23.996202873918755,20,9
2016-10-06,6.414448106920314,21,15
2016-10-07,13.241273855935939,18,3
2016-10-08,12.107617157960938,31,4
2016-10-09,0.08816653619375181,29,5
2016-10-10,23.38859079654688,17,6
2016-10-11,21.656346793378127,15,10
2016-10-12,66.91613659728125,9,11
2016-10-13,59.88556070957656,14,6
2016-10-14,19.686102502107808,12,9
2016-10-15,7.15654361083906,11,7
2016-10-16,4.275803888639068,9,1
2016-10-17,51.71291567986251,9,3
2016-10-18,28.867654948950005,16,7
2016-10-19,1.0937681906593788,26,5
2016-10-20,21.865033409440628,21,6
2016-10-21,1.2484222138187562,38,9
2016-10-22,-0.4997516802656179,12,7
2016-10-23,5.08471356758438,19,3
2016-10-24,5.4276501307015685,10,7
2016-10-25,12.665967073412505,47,4
2016-10-26,10.126110074056253,9,5
2016-10-27,16.483971754176565,21,8
2016-10-28,7.047464965901563,21,13
2016-10-29,19.62174111556719,23,5
2016-10-30,16.746124383348437,28,3
2016-10-31,7.474070953929688,18,7
2016-11-01,14.126405695035938,7,10
2016-11-02,-0.2382564285734361,14,2
2016-11-03,6.008408164706253,16,4
2016-11-04,15.086891107934377,10,8
2016-11-05,10.310888229859376,7,53
2016-11-06,10.457378151495314,20,29
2016-11-07,11.442421738345313,21,17
