,TryGhost/Ghost,strapi/strapi,decaporg/decap-cms
2016-02-25,0,0,2.0
2016-02-26,0,0,0.6000000000000001
2016-02-27,2,0,-0.3600000000000001
2016-02-28,3,0,-0.17600000000000016
2016-02-29,1,1,-0.11520000000000005
2016-03-01,9,0,-0.08467200000000004
2016-03-02,2,6,-0.06639360000000004
2016-03-03,4,0,-0.05428224000000003
2016-03-04,0,0,-0.04570214399999989
2016-03-05,0,0,-0.03932641279999987
2016-03-06,0,0,-0.012469350399999964
2016-03-07,5,2,0.0
2016-03-08,1,0,0.0
2016-03-09,0,5,0.0
2016-03-10,0,2,0.0
2016-03-11,0,4,0.0
2016-03-12,1,0,0.0
2016-03-13,1,0,0.0
2016-03-14,3,0,0.0
2016-03-15,7,3,0.0
2016-03-16,0,1,0.0
2016-03-17,1,3,0.0
2016-03-18,1,1,0.0
2016-03-19,0,0,0.0
2016-03-20,3,0,0.0
2016-03-21,12,0,0.0
2016-03-22,18,8,0.0
2016-03-23,1,5,0.0
2016-03-24,7,0,0.0
2016-03-25,5,4,0.0
2016-03-26,2,0,0.0
2016-03-27,0,1,0.0
2016-03-28,1,2,0.0
2016-03-29,7,1,0.0
2016-03-30,4,0,0.0
2016-03-31,13,1,0.0
2016-04-01,2,0,0.0
2016-04-02,1,0,0.0
2016-04-03,2,0,0.0
2016-04-04,16,4,0.0
2016-04-05,2,1,0.0
2016-04-06,4,0,0.0
2016-04-07,0,4,0.0
2016-04-08,30,0,0.0
2016-04-09,5,0,0.0
2016-04-10,6,0,0.0
2016-04-11,6,0,0.0
2016-04-12,4,3,0.0
2016-04-13,11,0,0.0
2016-04-14,26,3,0.0
2016-04-15,6,1,0.0
2016-04-16,0,0,0.0
2016-04-17,0,0,0.0
2016-04-18,5,0,0.0
2016-04-19,18,3,0.0
2016-04-20,7,0,0.0
2016-04-21,3,5,0.0
2016-04-22,0,1,0.0
2016-04-23,0,0,0.0
2016-04-24,0,0,0.0
2016-04-25,2,0,0.0
2016-04-26,16,2,0.0
2016-04-27,1,0,0.0
2016-04-28,19,0,0.0
2016-04-29,1,0,0.0
2016-04-30,0,0,0.0
2016-05-01,0,0,0.0
2016-05-02,1,0,0.0
2016-05-03,4,1,0.0
2016-05-04,1,0,0.0
2016-05-05,6,0,0.0
2016-05-06,1,0,0.0
2016-05-07,6,0,0.0
2016-05-08,17,0,0.0
2016-05-09,4,0,0.0
2016-05-10,0,0,0.0
2016-05-11,34,0,0.0
2016-05-12,13,0,0.0
2016-05-13,11,0,0.0
2016-05-14,3,2,0.0
2016-05-15,2,0,0.0
2016-05-16,9,0,0.0
2016-05-17,9,0,0.0
2016-05-18,10,0,0.0
2016-05-19,8,0,0.0
2016-05-20,23,0,0.0
2016-05-21,4,0,0.0
2016-05-22,9,0,0.0
2016-05-23,10,0,0.0
2016-05-24,8,0,0.0
2016-05-25,5,0,0.0
2016-05-26,0,5,0.0
2016-05-27,8,0,0.0
2016-05-28,3,0,0.0
2016-05-29,2,0,0.0
2016-05-30,6,0,1.0
2016-05-31,2,0,1.8
2016-06-01,9,0,-0.48
2016-06-02,9,0,-0.20800000000000018
2016-06-03,12,0,-0.12960000000000008
2016-06-04,7,0,-0.09273600000000004
2016-06-05,1,0,1.9284992
2016-06-06,7,0,7.54221568
2016-06-07,6,0,2.191758848
2016-06-08,8,0,2.4227552255999996
2016-06-09,27,0,-1.5961387008000003
2016-06-10,25,0,2.1681279999999994
2016-06-11,12,0,-1.1715456000000002
2016-06-12,0,0,-0.6738278400000004
2016-06-13,16,0,-0.49204838400000017
2016-06-14,14,0,-0.3902624767999996
2016-06-15,15,0,-0.30162053119999954
2016-06-16,6,0,3.8312853504000004
2016-06-17,6,0,3.0993424384000003
2016-06-18,12,0,4.836836864
2016-06-19,1,0,-1.7494080512
2016-06-20,6,0,-0.8064000000000007
2016-06-21,10,0,-0.5245440000000003
2016-06-22,3,0,2.6145408
2016-06-23,6,0,-0.90263808
2016-06-24,0,0,-0.48783052800000004
2016-06-25,0,0,-0.3529885695999998
2016-06-26,2,0,-0.23700367359999952
2016-06-27,3,0,-0.15142410239999982
2016-06-28,7,0,-0.06128640000000003
2016-06-29,11,4,-0.05078016000000003
2016-06-30,6,2,8.956836864
2016-07-01,1,0,-1.8374080511999995
2016-07-02,1,0,-0.7200000000000006
2016-07-03,0,0,-0.43200000000000033
2016-07-04,2,4,-0.3024000000000001
2016-07-05,4,5,1.770176
2016-07-06,2,2,12.4161408
2016-07-07,1,1,7.08765952
2016-07-08,3,0,9.734510592
2016-07-09,4,0,-4.2034241536
2016-07-10,0,0,-2.0078720000000017
2016-07-11,2,1,1.667174399999999
2016-07-12,3,4,3.4084121599999997
2016-07-13,1,0,2.9749212159999994
2016-07-14,9,3,-1.1908205567999994
2016-07-15,15,0,0.5331739648000005
2016-07-16,0,0,-1.276341759999999
2016-07-17,0,0,-0.7270679551999999
2016-07-18,5,0,2.58979584
2016-07-19,6,0,5.077323264
2016-07-20,3,0,1.2945189888000004
2016-07-21,6,0,-0.4160696319999999
2016-07-22,7,0,-0.9393879040000002
2016-07-23,0,0,-0.5434527744000002
2016-07-24,1,0,-0.38824110080000007
2016-07-25,2,1,-0.28356096000000014
2016-07-26,10,2,-0.23154585599999994
