,nim-lang/Nim,rust-lang/rust,golang/go
2014-08-16,4,14,4.0
2014-08-17,5,24,-0.40000000000000036
2014-08-18,0,30,8.82
2014-08-19,14,34,21.986
2014-08-20,4,22,2.212349999999998
2014-08-21,3,36,17.144033
2014-08-22,5,18,6.9808894499999985
2014-08-23,1,25,1.3378369650000006
2014-08-24,0,23,9.9777708854375
2014-08-25,0,16,32.42566378610625
2014-08-26,0,15,5.926076856609374
2014-08-27,11,23,5.137974909067188
2014-08-28,21,21,29.711667472845313
2014-08-29,6,30,19.67753427752344
2014-08-30,18,23,10.509545986660939
2014-08-31,22,35,-3.744803319921875
2014-09-01,1,11,11.959110077418753
2014-09-02,2,21,13.274418792771879
2014-09-03,4,18,9.929580289320317
2014-09-04,4,24,19.255325016214066
2014-09-05,9,31,13.380167141410938
2014-09-06,6,19,3.465955138423439
2014-09-07,2,25,6.599652044601564
2014-09-08,4,24,24.89201839015938
2014-09-09,15,45,12.254605190979689
2014-09-10,11,25,-0.44708364430468706
2014-09-11,8,19,7.932632885920315
2014-09-12,2,26,13.853144732637503
2014-09-13,6,15,-3.6973044376078104
2014-09-14,8,35,0.8576660877281275
2014-09-15,0,36,10.226493842056252
2014-09-16,5,22,20.543311073953127
2014-09-17,7,61,9.213529135228125
2014-09-18,18,30,10.734173883576563
2014-09-19,5,21,18.735760060434373
2014-09-20,0,18,-4.163673236660937
2014-09-21,7,12,-1.3623034818609354
2014-09-22,2,43,5.309651668453128
2014-09-23,2,19,3.008513009954691
2014-09-24,1,34,19.152587843959378
2014-09-25,1,31,12.692399799970312
2014-09-26,3,21,17.664542967314063
2014-09-27,3,16,-2.9758785843468765
2014-09-28,3,9,-1.3034987895406238
2014-09-29,0,47,12.434414000734378
2014-09-30,0,37,19.42747171260469
2014-10-01,4,40,8.232192395920313
2014-10-02,10,67,5.677390511492188
2014-10-03,0,43,6.052009704745314
2014-10-04,6,22,1.313218577346877
2014-10-05,8,27,-1.04532458752031
2014-10-06,0,25,16.62129331194844
2014-10-07,1,29,10.165626047745313
2014-10-08,1,23,10.054129960653125
2014-10-09,1,48,7.998974609271874
2014-10-10,5,12,-0.7829341138218742
2014-10-11,10,25,1.1565447125359392
2014-10-12,6,23,-0.5435030961359353
2014-10-13,1,41,3.8572383318406276
2014-10-14,4,22,4.654938049432815
2014-10-15,2,28,17.4877113964
2014-10-16,1,27,7.236559414079687
2014-10-17,3,21,6.578460793860937
2014-10-18,2,17,-0.25402585517656284
2014-10-19,19,16,3.4983055971312513
2014-10-20,2,15,14.471451323126564
2014-10-21,12,23,4.397989167385938
2014-10-22,2,20,7.809319755476563
2014-10-23,1,21,0.6318678624875003
2014-10-24,5,19,7.25788763041094
2014-10-25,4,26,-0.980606297499999
2014-10-26,4,21,-0.27072923010468575
2014-10-27,0,53,16.04107250235
2014-10-28,0,41,18.587823980320312
2014-10-29,4,24,18.589003918315623
2014-10-30,3,45,12.027506450842186
2014-10-31,5,37,5.218422006843749
2014-11-01,7,18,-1.0904643334984363
2014-11-02,13,30,-1.1740326445890599
2014-11-03,18,76,6.385369235698441
2014-11-04,6,24,1.9605774299484402
2014-11-05,3,34,6.2267556660609396
2014-11-06,4,69,12.056267957901564
2014-11-07,4,40,1.4805481947093755
2014-11-08,6,18,-0.7254298627156246
2014-11-09,0,31,5.8801169048953135
2014-11-10,4,18,11.5550273619125
2014-11-11,3,18,23.813599258339064
2014-11-12,5,32,12.151888682649998
2014-11-13,5,20,3.380644038231249
2014-11-14,12,20,18.19888624999375
2014-11-15,2,14,-1.8768277213156241
2014-11-16,8,42,1.6139387405906271
2014-11-17,3,62,7.9471870801046895
2014-11-18,2,42,8.534061910545315
2014-11-19,4,73,3.3286288011265643
2014-11-20,5,38,6.779595189565626
2014-11-21,1,55,10.784756522065626
2014-11-22,2,18,1.4009830164203132
2014-11-23,2,46,-0.9142666892859364
2014-11-24,0,25,2.7560469428656265
2014-11-25,1,36,2.697055475950002
2014-11-26,0,33,-1.2749280085312484
2014-11-27,5,45,-0.7998761847390613
2014-11-28,4,11,-0.5461407836062488
2014-11-29,2,7,-0.4046315395265613
2014-11-30,2,16,-0.27566708127968675
2014-12-01,1,12,1.8598134418406254
2014-12-02,0,18,1.7089531104015625
2014-12-03,2,33,1.6381313377937499
2014-12-04,3,41,1.61940458985625
2014-12-05,2,60,10.611675
2014-12-06,2,17,2.6794414999999994
2014-12-07,1,51,-1.0518825250000003
2014-12-08,9,27,12.3844300825
2014-12-09,2,42,5.25883095646875
2014-12-10,7,20,5.370620001396875
2014-12-11,5,17,7.347129138896875
2014-12-12,8,24,10.106274460146876
2014-12-13,3,122,1.6749208167562504
2014-12-14,5,79,1.2442784575421881
2014-12-15,5,47,2.609272701106251
2014-12-16,1,37,7.663821219546877
2014-12-17,12,63,0.18617173967343836
2014-12-18,7,41,19.770987924889063
2014-12-19,8,103,4.091820560107812
2014-12-20,4,45,5.773300248489063
2014-12-21,8,57,-0.12486437124375005
2014-12-22,7,62,25.549220753309378
2014-12-23,4,26,18.309273649079685
2014-12-24,5,22,0.8315828677156247
2014-12-25,1,35,-1.8495870076046876
2014-12-26,22,30,3.0571947478500023
2014-12-27,2,27,0.06434506063594103
2014-12-28,5,35,5.57571879812344
2014-12-29,10,63,4.290832229931252
2014-12-30,15,126,5.323557213506252
2014-12-31,9,42,1.2026888514359384
2015-01-01,4,49,4.72760892038125
2015-01-02,24,70,5.695352668054688
2015-01-03,15,61,0.5326001023859379
2015-01-04,3,60,5.921436412539063
2015-01-05,19,127,9.59570258881875
2015-01-06,18,136,20.053318242904687
2015-01-07,10,78,21.721733279924997
2015-01-08,4,109,12.77343582820156
2015-01-09,0,43,4.0213089155484365
2015-01-10,25,33,-0.14105203632499919
2015-01-11,19,48,-0.3159976050328095
2015-01-12,11,86,10.187447920068754
2015-01-13,20,32,5.448060209076565
2015-01-14,10,34,18.60809161701094
2015-01-15,12,91,10.390453232568749
2015-01-16,5,50,2.6459482578359377
2015-01-17,21,44,-0.466133110985937
2015-01-18,39,46,1.2921261981656271
2015-01-19,15,43,13.52851961136094
2015-01-20,3,72,6.461621206240626
2015-01-21,5,96,27.60690596919375
2015-01-22,12,51,0.5708697838843735
2015-01-23,6,28,7.131993762026563
2015-01-24,5,43,1.2556190064031254
2015-01-25,4,22,-1.0576667674968725
2015-01-26,1,31,8.517818799631252
2015-01-27,24,66,7.8903663559078145
2015-01-28,13,44,26.666963944820314
2015-01-29,9,40,11.730142830457812
2015-01-30,6,65,23.12386609634375
2015-01-31,7,28,-3.8095066903359394
2015-02-01,16,36,-2.7963555986718727
2015-02-02,5,51,9.101793439340629
2015-02-03,9,43,26.459027192307815
2015-02-04,35,21,18.437204203234376
2015-02-05,3,49,8.1710401696875
2015-02-06,7,71,21.90186095695781
2015-02-07,19,35,-0.020816538246874572
2015-02-08,12,18,3.6357572810140653
2015-02-09,8,21,8.182574376214065
2015-02-10,11,66,9.966062328078127
2015-02-11,7,75,18.687022368401564
2015-02-12,18,39,12.726210450848438
2015-02-13,16,46,29.927587407470313
2015-02-14,15,25,4.256539459876562
2015-02-15,10,71,-0.1672424922624991
2015-02-16,37,71,5.07305972496094
2015-02-17,4,86,26.160664512826568
2015-02-18,14,123,9.186814522901564
2015-02-19,5,36,16.867393269439063
2015-02-20,19,17,17.35749112544375
2015-02-21,13,53,3.096165351857814
2015-02-22,4,72,-0.6760757513781228
2015-02-23,3,64,27.460743290078128
2015-02-24,17,105,10.227845969481251
2015-02-25,7,32,33.768245592259376
2015-02-26,4,31,20.579023497989063
2015-02-27,10,34,5.82639882366875
2015-02-28,10,41,6.193445602901564
2015-03-01,8,43,15.87411102633438
2015-03-02,1,32,23.36653916566563
2015-03-03,13,76,24.324589883173438
2015-03-04,13,31,17.576886433687502
2015-03-05,21,55,24.91441311861719
2015-03-06,11,59,8.208707659712502
2015-03-07,14,15,-2.3770036834078105
2015-03-08,13,38,0.36564955139687916
2015-03-09,9,35,5.020922991792194
2015-03-10,10,33,9.040354247343755
2015-03-11,12,24,8.825772891025004
2015-03-12,30,33,14.878059890296877
2015-03-13,10,29,6.384151354403126
2015-03-14,10,18,4.9812977374015635
2015-03-15,5,42,4.491290387914064
2015-03-16,19,30,23.77951047032969
