,dropwizard/dropwizard,apache/tomee,spring-projects/spring-boot
2016-12-21,0,0.0,36
2016-12-22,0,1.0,31
2016-12-23,1,-0.10000000000000009,5
2016-12-24,1,-0.04500000000000003,6
2016-12-25,0,-0.028500000000000022,5
2016-12-26,0,-0.020662499999999924,4
2016-12-27,0,-0.016116749999999947,34
2016-12-28,7,0.9868379875000001,19
2016-12-29,2,-0.11109369625000005,12
2016-12-30,0,0.945431686984375,38
2016-12-31,0,-0.1368988525359376,1
2017-01-01,0,-0.06566249999999996,0
2017-01-02,0,1.9553832500000001,0
2017-01-03,0,2.7661754875,57
2017-01-04,0,-0.41721044625000026,30
2017-01-05,0,-0.21473032551562507,33
2017-01-06,0,0.8536824512140626,28
2017-01-07,0,0.7962106869843752,0
2017-01-08,0,-0.22807312753593736,7
2017-01-09,0,-0.13517342999999987,3
2017-01-10,1,0.8984197852187502,15
2017-01-11,1,1.8177181058812502,0
2017-01-12,0,-0.2994753201078125,8
2017-01-13,14,-0.14275570875000002,22
2017-01-14,0,-0.09832450926562492,4
2017-01-15,0,-0.07540891555156225,4
2017-01-16,1,0.9462056349640626,34
2017-01-17,3,-0.13741772124999999,46
2017-01-18,0,-0.07675570551562494,22
2017-01-19,0,-0.05603547856718745,45
2017-01-20,0,0.9625397949281251,33
2017-01-21,0,-0.11611675000000003,0
2017-01-22,0,-0.05816201249999999,6
2017-01-23,6,-0.03959369624999999,15
2017-01-24,1,-0.0302308130156249,70
2017-01-25,0,0.9754843974640626,27
2017-01-26,0,5.8868379875,40
2017-01-27,5,0.3439063037499994,3
2017-01-28,0,-0.4080683130156253,6
2017-01-29,0,-0.24506135253593758,0
2017-01-30,4,0.8314082500000005,20
2017-01-31,0,1.7694749875000004,3
2017-02-01,3,-0.3511825212499999,13
2017-02-02,6,1.792207496984375,6
2017-02-03,0,-0.35456492687968744,2
2017-02-04,0,-0.2074031782312497,0
2017-02-05,0,-0.11079436503593737,6
2017-02-06,3,-0.07874272124999973,21
2017-02-07,3,-0.06398920551562481,23
2017-02-08,1,1.9461404964328126,34
2017-02-09,2,0.761014902428125,15
2017-02-10,2,1.7908633739687498,2
2017-02-11,2,-0.3187977050718752,0
2017-02-12,0,-0.15982499999999994,6
2017-02-13,4,0.8901040000000001,10
2017-02-14,3,0.8162342250000002,16
2017-02-15,0,-0.2125829049999999,11
2017-02-16,0,-0.1300543472812499,4
2017-02-17,0,-0.09771591058749982,4
2017-02-18,1,-0.06431472856718731,0
2017-02-19,0,-0.04607646757187486,3
2017-02-20,1,0.9757442912500001,9
2017-02-21,1,0.879337990734375,8
2017-02-22,0,-0.16296716555156257,44
2017-02-23,0,-0.08189885253593754,0
2017-02-24,2,-0.04916249999999994,15
2017-02-25,0,-0.036779249999999875,0
2017-02-26,0,-0.02927876249999991,2
2017-02-27,3,-0.024255708749999928,8
2017-02-28,0,-0.02066200926562494,20
2017-03-01,0,0.9820328344484376,43
2017-03-02,0,0.8916011474640624,53
2017-03-03,0,1.855,27
2017-03-04,0,-0.27350000000000024,0
2017-03-05,0,-0.13916250000000002,0
2017-03-06,2,-0.09377924999999993,16
2017-03-07,3,0.9293962375000002,11
2017-03-08,8,0.8435107912500001,6
2017-03-09,0,4.808013965734375,12
2017-03-10,0,-0.6136545580515629,21
2017-03-11,0,0.6983020214328124,2
2017-03-12,1,-0.29607695507187504,3
2017-03-13,1,0.8224087375000004,12
2017-03-14,3,0.7666605412500003,12
2017-03-15,4,-0.2521345717656248,21
2017-03-16,0,-0.16305239680156228,10
2017-03-17,0,3.8814350698859377,11
2017-03-18,0,0.5101327910703124,3
2017-03-19,0,-0.3188470755156251,0
2017-03-20,2,-0.19165456128593752,0
2017-03-21,5,-0.13181200926562467,0
2017-03-22,1,-0.10309666555156216,4
2017-03-23,2,-0.07716365253593727,8
2017-03-24,2,-0.05753679749999983,43
2017-03-25,0,-0.04936694831249987,13
2017-03-26,0,-0.04316372315937489,6
2017-03-27,13,-0.008398852535937478,1
2017-03-28,1,0.0,18
2017-03-29,1,2.0,4
2017-03-30,0,3.8,0
2017-03-31,0,-0.49000000000000044,7
2017-04-01,0,-0.23700000000000018,2
2017-04-02,0,-0.15532499999999994,3
2017-04-03,1,-0.11488349999999958,5
2017-04-04,0,-0.0907910249999997,59
2017-04-05,0,-0.07483544249999978,8
2017-04-06,0,-0.06351141103124983,15
2017-04-07,2,0.9449290428656252,31
2017-04-08,0,-0.13359541014375,3
2017-04-09,0,-0.04500000000000003,0
2017-04-10,0,0.9715,35
2017-04-11,2,-0.1206625,22
2017-04-12,2,-0.061116749999999984,31
2017-04-13,0,-0.041662012499999984,6
2017-04-14,2,-0.03175619624999989,13
2017-04-15,0,-0.025685063015624923,0
2017-04-16,0,-0.02156086503593744,0
2017-04-17,0,-0.011093696249999967,7
2017-04-18,2,0.990431686984375,17
2017-04-19,0,0.8916011474640624,32
2017-04-20,0,-0.14500000000000013,31
2017-04-21,1,-0.07350000000000005,7
2017-04-22,12,-0.04916249999999994,0
2017-04-23,0,-0.036779249999999875,0
2017-04-24,1,0.9707212375000001,13
2017-04-25,2,-0.12425570875000001,11
2017-04-26,2,-0.06566200926562497,7
2017-04-27,6,-0.04646716555156248,47
2017-04-28,8,-0.029061352535937404,34
2017-04-29,0,-0.016116749999999947,2
2017-04-30,0,-0.01316201249999996,0
2017-05-01,0,1.98890630375,0
2017-05-02,1,1.7904316869843748,24
2017-05-03,2,8.701601147464062,45
2017-05-04,0,1.9529999999999992,31
2017-05-05,0,-0.8033250000000005,9
2017-05-06,0,-0.46505850000000004,4
2017-05-07,0,-0.3300200249999992,2
2017-05-08,0,0.7444503325000009,1
2017-05-09,1,0.6918676189687505,11
2017-05-10,3,0.6797363651468754,14
2017-05-11,0,-0.3096936109624998,16
2017-05-12,0,-0.1984571118703122,68
2017-05-13,0,-0.09047580760781232,0
2017-05-14,0,-0.04994126249999983,7
2017-05-15,1,-0.040372458749999875,25
2017-05-16,0,-0.0338240217656249,5
2017-05-17,0,-0.02906086180156242,3
2017-05-18,2,-0.017967165551562456,5
2017-05-19,1,-0.008398852535937478,4
2017-05-20,0,0.0,0
2017-05-21,0,0.0,1
2017-05-22,0,0.0,12
2017-05-23,0,0.0,36
2017-05-24,0,0.0,20
2017-05-25,1,0.0,0
2017-05-26,1,0.0,1
2017-05-27,0,0.0,0
2017-05-28,0,0.0,4
2017-05-29,0,0.0,14
2017-05-30,0,1.0,17
2017-05-31,0,-0.10000000000000009,30
2017-06-01,0,2.955,15
2017-06-02,0,5.6715,32
2017-06-03,0,-0.7556625000000006,11
2017-06-04,0,-0.37161675000000016,0
2017-06-05,0,0.7538504875000002,6
2017-06-06,1,0.7165810537500006,17
2017-06-07,0,-0.29075485051562466,32
2017-06-08,4,2.8058479837140626,20
2017-06-09,0,0.555570383453125,9
2017-06-10,0,1.6456143142984376,0
2017-06-11,0,-0.410171877715625,5
2017-06-12,0,2.7952567912500004,31
2017-06-13,0,2.5533252407343747,6
2017-06-14,0,2.450105046948438,19
2017-06-15,0,4.3924245462140625,17
2017-06-16,0,0.1513898397031248,13
2017-06-17,0,0.42220998687656275,3
2017-06-18,0,-0.4648592660671872,0
2017-06-19,1,2.685272418678126,5
2017-06-20,1,1.4687816847031252,8
2017-06-21,0,4.475228102095313,8
2017-06-22,0,4.185851259595312,15
2017-06-23,0,0.05871866856406238,12
2017-06-24,0,-0.6198315219453124,0
2017-06-25,0,-0.380499203051562,0
2017-06-26,1,2.7195997837140635,19
2017-06-27,0,2.4820513559531254,17
2017-06-28,1,6.383271522610937,4
2017-06-29,0,0.9462302360999995,20
2017-06-30,0,-0.7634170240078124,9
2017-07-01,0,-0.4514003256953122,3
2017-07-02,0,-0.2978726400359367,10
2017-07-03,0,1.7730906237500008,3
2017-07-04,5,0.6136463847031254,1
2017-07-05,1,1.6521186045953127,0
2017-07-06,0,-0.41636214121718745,6
2017-07-07,0,1.7622464062171876,6
2017-07-08,0,-0.326693705071875,12
2017-07-09,0,0.8262342250000002,2
2017-07-10,0,4.775417095,2
2017-07-11,0,15.35712065271875,5
2017-07-12,0,12.0657130894125,3
2017-07-13,0,-1.3370220035671894,19
2017-07-14,1,3.6555856524281247,3
2017-07-15,0,-1.3874823885312493,0
2017-07-16,0,-0.894344463821873,0
2017-07-17,0,-0.6644259942656234,9
2017-07-18,0,-0.5374369826140609,9
2017-07-19,0,5.555855219070314,26
2017-07-20,0,10.05475821845625,16
2017-07-21,0,-1.5526207297687507,32
2017-07-22,0,-0.7222404176140629,11
2017-07-23,0,-0.47946926267968715,0
2017-07-24,0,1.6760120000000012,34
2017-07-25,0,0.5437436750000006,34
2017-07-26,0,1.5986556850000004,17
2017-07-27,1,0.5185594631562502,24
2017-07-28,0,0.5845304416125003,28
2017-07-29,0,-0.3472833778953123,1
2017-07-30,2,-0.15726577499999977,2
2017-07-31,5,-0.11674540499999975,6
2017-08-01,0,0.9066664027187503,14
2017-08-02,3,4.8221678269125,0
2017-08-03,0,3.403208812682812,14
2017-08-04,2,0.3090402856624995,5
2017-08-05,0,-0.4611296655515627,0
2017-08-06,0,0.7131718974640628,0
2017-08-07,0,-0.3048957624999995,0
2017-08-08,0,-0.2070332587499995,2
2017-08-09,0,0.8376984057343754,17
2017-08-10,0,-0.2344397151140622,2
2017-08-11,0,-0.15247796099218724,13
2017-08-12,0,-0.08482573565937487,0
2017-08-13,0,-0.04015504878593737,0
2017-08-14,0,-0.025685063015624923,10
2017-08-15,0,5.978439134964063,0
2017-08-16,0,1.3889063037499993,12
2017-08-17,0,3.5204316869843746,12
2017-08-18,3,1.330601147464062,13
2017-08-19,0,1.439025,0
2017-08-20,0,-0.5420254999999998,1
2017-08-21,1,-0.34085557499999947,4
2017-08-22,0,-0.2556782024999994,7
2017-08-23,0,-0.20580382059374935,7
2017-08-24,6,-0.1724620512468745,3
2017-08-25,1,-0.10358237463437471,22
2017-08-26,0,-0.0749194286749998,1
2017-08-27,0,0.9640656688968751,4
2017-08-28,0,-0.11679770507187505,13
2017-08-29,0,-0.04500000000000003,19
2017-08-30,0,-0.028500000000000022,8
2017-08-31,0,-0.020662499999999924,1
2017-09-01,1,-0.016116749999999947,3
2017-09-02,0,-0.01316201249999996,0
2017-09-03,2,-0.011093696249999967,0
2017-09-04,0,-0.009568313015624975,10
2017-09-05,4,-0.008398852535937478,13
2017-09-06,0,0.0,13
2017-09-07,0,0.0,46
2017-09-08,2,0.0,12
2017-09-09,0,0.0,0
2017-09-10,0,0.0,3
2017-09-11,0,0.0,29
2017-09-12,0,0.0,20
2017-09-13,1,11.0,9
2017-09-14,1,1.899999999999999,28
2017-09-15,0,1.2049999999999994,8
2017-09-16,0,-0.6485000000000005,4
2017-09-17,0,-0.4027874999999993,3
2017-09-18,1,-0.2962717499999992,17
2017-09-19,4,-0.23445738749999928,28
2017-09-20,0,-0.1937501962499994,24
2017-09-21,0,0.8351434430781255,18
2017-09-22,1,0.7567202905578128,5
2017-09-23,0,-0.1893331836390625,3
2017-09-24,0,-0.09029770507187501,26
2017-09-25,0,0.9508375,37
2017-09-26,0,1.86322075,17
2017-09-27,0,0.7257212375,10
2017-09-28,0,-0.2427557087500001,19
2017-09-29,0,-0.14332450926562496,23
2017-09-30,0,-0.10390891555156227,6
2017-10-01,0,-0.07445686503593726,0
2017-10-02,0,0.9464655287500001,56
2017-10-03,0,-0.14491771801562497,15
2017-10-04,0,-0.08362917481718743,29
2017-10-05,2,0.9451339819125001,14
2017-10-06,12,-0.12906135253593748,9
2017-10-07,0,-0.061116749999999984,2
2017-10-08,0,-0.041662012499999984,9
2017-10-09,1,-0.03175619624999989,4
2017-10-10,0,1.974314936984375,30
2017-10-11,0,-0.2215608650359376,14
2017-10-12,0,-0.10109369625000003,11
2017-10-13,0,-0.06656831301562502,16
2017-10-14,0,-0.04972385253593733,0
2017-10-15,0,-0.032233499999999894,0
2017-10-16,0,-0.02632402499999992,9
2017-10-17,2,-0.022187392499999934,24
2017-10-18,2,-0.01913662603124995,11
2017-10-19,7,-0.016797705071874957,9
2017-10-20,1,0.0,13
2017-10-21,0,0.0,16
2017-10-22,0,0.0,0
2017-10-23,0,2.0,6
2017-10-24,1,6.8,13
2017-10-25,1,1.2099999999999993,14
2017-10-26,5,-0.5720000000000005,4
2017-10-27,0,6.669175,21
2017-10-28,0,0.066129,15
2017-10-29,0,-0.5954662749999997,11
